mdom	type	dmel
LOC101891423_XP_005187802.1	n:1	FBgn0031390_FBpp0290874
LOC101891424_XP_005187887.1	1:1	FBgn0026089_FBpp0070349
LOC101891425_XP_005189099.1	n:1	FBgn0038975_FBpp0306677
LOC101891427_XP_005189500.1	n:n	FBgn0036977_FBpp0300878,FBgn0265267_FBpp0074166
LOC101891428_XP_005190212.1	1:1	FBgn0261477_FBpp0085872
LOC101891429_XP_005190604.1	1:1	FBgn0039602_FBpp0084695
LOC101891430_XP_005191014.1	n:n	FBgn0013275_FBpp0081986,FBgn0013276_FBpp0081956,FBgn0051354_FBpp0082105,FBgn0013277_FBpp0082147,FBgn0013278_FBpp0082106,FBgn0013279_FBpp0082107
LOC101891431_XP_005191262.1	1:1	FBgn0013770_FBpp0086719
LOC101891432_XP_005191427.1	n:1	FBgn0053514_FBpp0073145
LOC101891433_XP_005192214.1	n:1	FBgn0025624_FBpp0070359
LOC101891434_XP_005174962.1	n:1	FBgn0040056_FBpp0306043
LOC101891436_XP_005175515.1	n:1	FBgn0031052_FBpp0074515
LOC101891437_XP_005175591.1	n:1	FBgn0021750_FBpp0082542
LOC101891438_XP_005175722.1	n:1	FBgn0038701_FBpp0083170
LOC101891440_XP_005176722.1	1:1	FBgn0036770_FBpp0074919
LOC101891443_XP_005178485.1	1:1	FBgn0045502_FBpp0312371
LOC101891445_XP_005178748.1	1:1	FBgn0044028_FBpp0075193
LOC101891446_XP_005178839.1	1:1	FBgn0024196_FBpp0086076
LOC101891447_XP_005178925.1	1:1	FBgn0033316_FBpp0087775
LOC101891448_XP_005179640.1	1:1	FBgn0030327_FBpp0073457
LOC101891449_XP_005180065.1	1:1	FBgn0038582_FBpp0082983
LOC101891450_XP_005180239.1	1:1	FBgn0034364_FBpp0085892
LOC101891452_XP_005180418.1	1:1	FBgn0014006_FBpp0289484
LOC101891453_XP_005180689.1	1:1	FBgn0036882_FBpp0304997
LOC101891454_XP_005180772.1	1:1	FBgn0038546_FBpp0082953
LOC101891456_XP_005181295.1	1:1	FBgn0262647_FBpp0310208
LOC101891457_XP_005181552.1	1:1	FBgn0040688_FBpp0072439
LOC101891458_XP_005181641.1	n:1	FBgn0034457_FBpp0085662
LOC101891459_XP_005181809.1	1:1	FBgn0033038_FBpp0085393
LOC101891460_XP_005181900.1	n:1	FBgn0032096_FBpp0079371
LOC101891461_XP_005181990.1	1:1	FBgn0037955_FBpp0081996
LOC101891462_XP_005182078.1	1:n	FBgn0038461_FBpp0082819,FBgn0038462_FBpp0307992
LOC101891463_XP_005182500.1	n:1	FBgn0026533_FBpp0099856
LOC101891464_XP_005182586.1	1:1	FBgn0261386_FBpp0293083
LOC101891465_XP_005182674.1	n:1	FBgn0036608_FBpp0075189
LOC101891466_XP_005183030.1	1:1	FBgn0001217_FBpp0082175
LOC101891467_XP_005183123.1	1:1	FBgn0260005_FBpp0081251
LOC101891468_XP_005183291.1	1:1	FBgn0036133_FBpp0075940
LOC101891470_XP_005184970.1	n:1	FBgn0036879_FBpp0074702
LOC101891471_XP_005185233.1	1:1	FBgn0034476_FBpp0085638
LOC101891472_XP_005185309.1	n:n	FBgn0038148_FBpp0082224,FBgn0040553_FBpp0082229,FBgn0266439_FBpp0310801,FBgn0034828_FBpp0297218
LOC101891473_XP_005185474.1	1:1	FBgn0033810_FBpp0086877
LOC101891474_XP_005185731.1	1:1	FBgn0085569_FBpp0290996
LOC101891475_XP_005186470.1	1:1	FBgn0038170_FBpp0082287
LOC101891479_XP_005187125.1	n:n	FBgn0011822_FBpp0070095,FBgn0032304_FBpp0079729,FBgn0032303_FBpp0079728,FBgn0038507_FBpp0082880,FBgn0053128_FBpp0077595
LOC101891480_XP_005187383.1	1:1	FBgn0050001_FBpp0087576
LOC101891481_XP_005188061.1	n:n	FBgn0002578_FBpp0301783,FBgn0259965_FBpp0289539
LOC101891482_XP_005188153.1	1:1	FBgn0010097_FBpp0080769
LOC101891483_XP_005188326.1	1:1	FBgn0016930_FBpp0307879
LOC101891484_XP_005188419.1	n:1	FBgn0034761_FBpp0301555
LOC101891486_XP_005188930.1	1:1	FBgn0052425_FBpp0077861
LOC101891487_XP_005189654.1	1:1	FBgn0037780_FBpp0081652
LOC101891488_XP_005189804.1	1:1	FBgn0031146_FBpp0076958
LOC101891489_XP_005189968.1	n:n	FBgn0053767_FBpp0091029,FBgn0053771_FBpp0292730,FBgn0053770_FBpp0288564,FBgn0053766_FBpp0091028,FBgn0053768_FBpp0091030,FBgn0053769_FBpp0091031
LOC101891491_XP_005190693.1	n:1	FBgn0036196_FBpp0075859
LOC101891492_XP_005190777.1	1:n	FBgn0036751_FBpp0074957,FBgn0033952_FBpp0086611,FBgn0036752_FBpp0074955
LOC101891494_XP_005191350.1	n:1	FBgn0052206_FBpp0303609
LOC101891495_XP_005191597.1	n:n	FBgn0039582_FBpp0084657,FBgn0026386_FBpp0087212,FBgn0030204_FBpp0071396,FBgn0033404_FBpp0087587
LOC101891496_XP_005191667.1	n:n	FBgn0050037_FBpp0087155,FBgn0050036_FBpp0087156,FBgn0053145_FBpp0087154
LOC101891497_XP_005175040.1	n:1	FBgn0035169_FBpp0072484
LOC101891499_XP_005176010.1	1:1	FBgn0033010_FBpp0085417
LOC101891500_XP_005176098.1	1:1	FBgn0041186_FBpp0084778
LOC101891501_XP_005176189.1	1:n	FBgn0085521_FBpp0312299,FBgn0085693_FBpp0112865,FBgn0030524_FBpp0073668,FBgn0052706_FBpp0071224,FBgn0030085_FBpp0071225,FBgn0052708_FBpp0071223
LOC101891503_XP_005176372.1	1:1	FBgn0013973_FBpp0085115
LOC101891504_XP_005176553.1	1:1	FBgn0028740_FBpp0088524
LOC101891506_XP_005176901.1	1:1	FBgn0037428_FBpp0078260
LOC101891508_XP_005177716.1	n:n	FBgn0033827_FBpp0311718,FBgn0032663_FBpp0080598
LOC101891509_XP_005177798.1	n:1	FBgn0265726_FBpp0309520
LOC101891510_XP_005177967.1	1:1	FBgn0033033_FBpp0085396
LOC101891512_XP_005178309.1	n:1	FBgn0034505_FBpp0085598
LOC101891514_XP_005178562.1	1:1	FBgn0264908_FBpp0306994
LOC101891515_XP_005179099.1	1:1	FBgn0015903_FBpp0305146
LOC101891516_XP_005179191.1	n:1	FBgn0032022_FBpp0079222
LOC101891517_XP_005179281.1	n:1	FBgn0004516_FBpp0073133
LOC101891518_XP_005179548.1	1:n	FBgn0062411_FBpp0085111,FBgn0062413_FBpp0300817
LOC101891519_XP_005179728.1	1:1	FBgn0259994_FBpp0289692
LOC101891521_XP_005179981.1	n:1	FBgn0030316_FBpp0073362
LOC101891522_XP_005181042.1	1:1	FBgn0038977_FBpp0083685
LOC101891523_XP_005182321.1	1:n	FBgn0037144_FBpp0078128,FBgn0037143_FBpp0311356
LOC101891524_XP_005182411.1	1:1	FBgn0259203_FBpp0310824
LOC101891526_XP_005182851.1	1:1	FBgn0029002_FBpp0305059
LOC101891527_XP_005183376.1	n:1	FBgn0030921_FBpp0074335
LOC101891528_XP_005183449.1	1:1	FBgn0024320_FBpp0292908
LOC101891529_XP_005183528.1	1:1	FBgn0026376_FBpp0303219
LOC101891530_XP_005184133.1	1:1	FBgn0034452_FBpp0085689
LOC101891531_XP_005184491.1	1:1	FBgn0034293_FBpp0311707
LOC101891532_XP_005184813.1	n:1	FBgn0037324_FBpp0112105
LOC101891533_XP_005184895.1	1:1	FBgn0038834_FBpp0083376
LOC101891534_XP_005185143.1	1:1	FBgn0000395_FBpp0071536
LOC101891535_XP_005186299.1	n:1	FBgn0064237_FBpp0085849
LOC101891536_XP_005186547.1	1:1	FBgn0033891_FBpp0086721
LOC101891537_XP_005187299.1	1:1	FBgn0033451_FBpp0087562
LOC101891539_XP_005187628.1	n:1	FBgn0260748_FBpp0074160
LOC101891541_XP_005188595.1	n:1	FBgn0030768_FBpp0074150
LOC101891542_XP_005188683.1	n:1	FBgn0036594_FBpp0288402
LOC101891543_XP_005188767.1	n:1	FBgn0046880_FBpp0085675
LOC101891544_XP_005188848.1	n:n	FBgn0262007_FBpp0292840,FBgn0052054_FBpp0076043,FBgn0052053_FBpp0076044,FBgn0262008_FBpp0292839
LOC101891546_XP_005189179.1	1:1	FBgn0038256_FBpp0082479
LOC101891547_XP_005189721.1	n:n	FBgn0039439_FBpp0084425,FBgn0039440_FBpp0113030,FBgn0051080_FBpp0084404,FBgn0039441_FBpp0084403,FBgn0039436_FBpp0084429,FBgn0039437_FBpp0084428,FBgn0039434_FBpp0084401
LOC101891548_XP_005189887.1	n:1	FBgn0038076_FBpp0082136
LOC101891549_XP_005190139.1	n:1	FBgn0027568_FBpp0079643
LOC101891550_XP_005190284.1	n:1	FBgn0053775_FBpp0091037
LOC101891551_XP_005190439.1	n:1	FBgn0039742_FBpp0292332
LOC101891553_XP_005190859.1	n:1	FBgn0015803_FBpp0307723
LOC101891554_XP_005190936.1	1:1	FBgn0039501_FBpp0084550
LOC101891555_XP_005191517.1	1:1	FBgn0037350_FBpp0112106
LOC101891557_XP_005191902.1	n:1	FBgn0004374_FBpp0080864
LOC101891559_XP_005192062.1	1:1	FBgn0034002_FBpp0086500
LOC101891561_XP_005174791.1	1:1	FBgn0085257_FBpp0111336
LOC101891563_XP_005175651.1	1:n	FBgn0053809_FBpp0091056,FBgn0053860_FBpp0091106
LOC101891564_XP_005175777.1	1:1	FBgn0036589_FBpp0075220
LOC101891565_XP_005175847.1	n:n	FBgn0034292_FBpp0085990,FBgn0034291_FBpp0085991,FBgn0051041_FBpp0084836,FBgn0039671_FBpp0084837,FBgn0039670_FBpp0084838,FBgn0034296_FBpp0085986
LOC101891566_XP_005175930.1	1:1	FBgn0038516_FBpp0082895
LOC101891567_XP_005177085.1	1:1	FBgn0030518_FBpp0073649
LOC101891568_XP_005177186.1	1:1	FBgn0053094_FBpp0306775
LOC101891569_XP_005177364.1	1:1	FBgn0040907_FBpp0070623
LOC101891570_XP_005177632.1	n:1	FBgn0052808_FBpp0070282
LOC101891571_XP_005178052.1	1:1	FBgn0054043_FBpp0289637
LOC101891572_XP_005179460.1	n:1	FBgn0259237_FBpp0310619
LOC101891573_XP_005179894.1	1:1	FBgn0011746_FBpp0289728
LOC101891574_XP_005180602.1	1:1	FBgn0038153_FBpp0307899
LOC101891575_XP_005180955.1	1:1	FBgn0033005_FBpp0110537
LOC101891576_XP_005181128.1	n:1	FBgn0002719_FBpp0082129
LOC101891577_XP_005181472.1	1:1	FBgn0029672_FBpp0070561
LOC101891578_XP_005181726.1	1:1	FBgn0003996_FBpp0070468
LOC101891579_XP_005182242.1	n:1	FBgn0085289_FBpp0305667
LOC101891580_XP_005182943.1	1:1	FBgn0039696_FBpp0084903
LOC101891581_XP_005183215.1	1:1	FBgn0016122_FBpp0079297
LOC101891582_XP_005183616.1	1:1	FBgn0013725_FBpp0086645
LOC101891583_XP_005183793.1	1:1	FBgn0051789_FBpp0310378
LOC101891584_XP_005183871.1	1:1	FBgn0052521_FBpp0302772
LOC101891585_XP_005183953.1	1:1	FBgn0034728_FBpp0290882
LOC101891586_XP_005184042.1	1:n	FBgn0043842_FBpp0288749,FBgn0267398_FBpp0311087
LOC101891587_XP_005184316.1	1:1	FBgn0028940_FBpp0080164
LOC101891588_XP_005184399.1	n:n	FBgn0033981_FBpp0086586,FBgn0013771_FBpp0289405
LOC101891589_XP_005184568.1	1:1	FBgn0259927_FBpp0302026
LOC101891590_XP_005184640.1	1:1	FBgn0039026_FBpp0083705
LOC101891591_XP_005185055.1	1:1	FBgn0037976_FBpp0307416
LOC101891592_XP_005185392.1	1:1	FBgn0039734_FBpp0084917
LOC101891594_XP_005185819.1	1:1	FBgn0030706_FBpp0073931
LOC101891595_XP_005185883.1	1:1	FBgn0036595_FBpp0288401
LOC101891596_XP_005185959.1	n:n	FBgn0053296_FBpp0310054,FBgn0031935_FBpp0291680,FBgn0031936_FBpp0079130,FBgn0031937_FBpp0310053
LOC101891597_XP_005186213.1	1:n	FBgn0038575_FBpp0083037,FBgn0051948_FBpp0077464
LOC101891599_XP_005187041.1	1:1	FBgn0040877_FBpp0074212
LOC101891600_XP_005187213.1	1:1	FBgn0036365_FBpp0075586
LOC101891601_XP_005187546.1	1:1	FBgn0015359_FBpp0072756
LOC101891602_XP_005187716.1	n:n	FBgn0050031_FBpp0087224,FBgn0010358_FBpp0087225,FBgn0010359_FBpp0087255,FBgn0050025_FBpp0087254,FBgn0010357_FBpp0311842,FBgn0003863_FBpp0087257
LOC101891603_XP_005187803.1	1:1	FBgn0038965_FBpp0311400
LOC101891604_XP_005187888.1	1:1	FBgn0030756_FBpp0074072
LOC101891605_XP_005188239.1	1:1	FBgn0264907_FBpp0306978
LOC101891606_XP_005189100.1	1:1	FBgn0036104_FBpp0076003
LOC101891608_XP_005189501.1	1:1	FBgn0020312_FBpp0071560
LOC101891610_XP_005191015.1	1:1	FBgn0264598_FBpp0305709
LOC101891611_XP_005191095.1	1:n	FBgn0040487_FBpp0075426,FBgn0040809_FBpp0075427
LOC101891612_XP_005191263.1	n:1	FBgn0053182_FBpp0302636
LOC101891614_XP_005174963.1	n:1	FBgn0037679_FBpp0081533
LOC101891616_XP_005175356.1	n:1	FBgn0027605_FBpp0074278
LOC101891617_XP_005175516.1	1:1	FBgn0028697_FBpp0300655
LOC101891618_XP_005175592.1	1:1	FBgn0259821_FBpp0308995
LOC101891619_XP_005175723.1	n:1	FBgn0038700_FBpp0083169
LOC101891621_XP_005176814.1	1:1	FBgn0022936_FBpp0078093
LOC101891622_XP_005177276.1	1:1	FBgn0036836_FBpp0074813
LOC101891623_XP_005177456.1	1:1	FBgn0264959_FBpp0307255
LOC101891624_XP_005178486.1	1:n	FBgn0037454_FBpp0081203,FBgn0033705_FBpp0087106
LOC101891625_XP_005178661.1	1:n	FBgn0261571_FBpp0291997,FBgn0267489_FBpp0312368,FBgn0050048_FBpp0304697
LOC101891626_XP_005178749.1	1:1	FBgn0036560_FBpp0075195
LOC101891627_XP_005178840.1	1:1	FBgn0033739_FBpp0111987
LOC101891628_XP_005178926.1	1:1	FBgn0011230_FBpp0079167
LOC101891629_XP_005179812.1	1:1	FBgn0030748_FBpp0074051
LOC101891630_XP_005180066.1	1:1	FBgn0038860_FBpp0083418
LOC101891631_XP_005180153.1	1:1	FBgn0040371_FBpp0070068
LOC101891632_XP_005180241.1	1:1	FBgn0266525_FBpp0310913
LOC101891633_XP_005180331.1	1:1	FBgn0260487_FBpp0290120
LOC101891634_XP_005180419.1	1:1	FBgn0038704_FBpp0083174
LOC101891635_XP_005180690.1	1:1	FBgn0036814_FBpp0074851
LOC101891636_XP_005180867.1	1:1	FBgn0035586_FBpp0076880
LOC101891637_XP_005181205.1	1:1	FBgn0260229_FBpp0289862
LOC101891638_XP_005181296.1	1:1	FBgn0039711_FBpp0088866
LOC101891639_XP_005181553.1	n:1	FBgn0035241_FBpp0072704
LOC101891640_XP_005181642.1	n:1	FBgn0034457_FBpp0085662
LOC101891641_XP_005181810.1	1:1	FBgn0033548_FBpp0087347
LOC101891642_XP_005181901.1	n:1	FBgn0041245_FBpp0081050
LOC101891643_XP_005182079.1	1:1	FBgn0024332_FBpp0070729
LOC101891644_XP_005182587.1	1:1	FBgn0040038_FBpp0112409
LOC101891645_XP_005182675.1	n:1	FBgn0036607_FBpp0075130
LOC101891647_XP_005183031.1	1:1	FBgn0040575_FBpp0083358
LOC101891648_XP_005183124.1	1:1	FBgn0037529_FBpp0081263
LOC101891649_XP_005183707.1	1:1	FBgn0037891_FBpp0081834
LOC101891650_XP_005184971.1	n:1	FBgn0036879_FBpp0074702
LOC101891651_XP_005185234.1	n:1	FBgn0034475_FBpp0292058
LOC101891652_XP_005185310.1	1:1	FBgn0036348_FBpp0075574
LOC101891653_XP_005185475.1	1:1	FBgn0033052_FBpp0085363
LOC101891654_XP_005185732.1	1:1	FBgn0011824_FBpp0071562
LOC101891655_XP_005186048.1	1:1	FBgn0036848_FBpp0074800
LOC101891656_XP_005186128.1	1:1	FBgn0029994_FBpp0071071
LOC101891657_XP_005186471.1	1:1	FBgn0037225_FBpp0078621
LOC101891658_XP_005186634.1	1:1	FBgn0086912_FBpp0077798
LOC101891660_XP_005186877.1	1:1	FBgn0031895_FBpp0292074
LOC101891661_XP_005187126.1	n:n	FBgn0011822_FBpp0070095,FBgn0032304_FBpp0079729,FBgn0032303_FBpp0079728,FBgn0038507_FBpp0082880,FBgn0053128_FBpp0077595
LOC101891662_XP_005187384.1	n:1	FBgn0030804_FBpp0074117
LOC101891663_XP_005188062.1	1:1	FBgn0002609_FBpp0084332
LOC101891664_XP_005188154.1	1:1	FBgn0036448_FBpp0075450
LOC101891665_XP_005188327.1	1:1	FBgn0004914_FBpp0079350
LOC101891666_XP_005188420.1	n:1	FBgn0085474_FBpp0111661
LOC101891667_XP_005188509.1	1:1	FBgn0085446_FBpp0307656
LOC101891668_XP_005188931.1	1:1	FBgn0036354_FBpp0302861
LOC101891669_XP_005189419.1	n:n	FBgn0051424_FBpp0307909,FBgn0051423_FBpp0307908,FBgn0051164_FBpp0083591,FBgn0033515_FBpp0087414,FBgn0036010_FBpp0307896
LOC101891670_XP_005189655.1	1:1	FBgn0031803_FBpp0312330
LOC101891671_XP_005189805.1	1:1	FBgn0265413_FBpp0309314
LOC101891672_XP_005189969.1	n:n	FBgn0053767_FBpp0091029,FBgn0053771_FBpp0292730,FBgn0053770_FBpp0288564,FBgn0053766_FBpp0091028,FBgn0053768_FBpp0091030,FBgn0053769_FBpp0091031
LOC101891675_XP_005190694.1	1:1	FBgn0029977_FBpp0071085
LOC101891678_XP_005191351.1	1:1	FBgn0031811_FBpp0078886
LOC101891679_XP_005191598.1	n:n	FBgn0039582_FBpp0084657,FBgn0026386_FBpp0087212,FBgn0030204_FBpp0071396,FBgn0033404_FBpp0087587
LOC101891680_XP_005191668.1	1:1	FBgn0036659_FBpp0075080
LOC101891681_XP_005175121.1	n:1	FBgn0260749_FBpp0079664
LOC101891682_XP_005176012.1	1:1	FBgn0003317_FBpp0300982
LOC101891683_XP_005176099.1	1:1	FBgn0028692_FBpp0303405
LOC101891684_XP_005176190.1	1:1	FBgn0030816_FBpp0074157
LOC101891685_XP_005176281.1	1:1	FBgn0036351_FBpp0075600
LOC101891686_XP_005176373.1	n:n	FBgn0039821_FBpp0301140,FBgn0039818_FBpp0085101
LOC101891687_XP_005176554.1	1:n	FBgn0033324_FBpp0297867,FBgn0033326_FBpp0297866,FBgn0034156_FBpp0293861,FBgn0033323_FBpp0087785
LOC101891688_XP_005176640.1	1:1	FBgn0000719_FBpp0077034
LOC101891689_XP_005176902.1	1:1	FBgn0037429_FBpp0081204
LOC101891690_XP_005177547.1	1:1	FBgn0027864_FBpp0071168
LOC101891691_XP_005177968.1	1:1	FBgn0034542_FBpp0085558
LOC101891693_XP_005178310.1	n:1	FBgn0038394_FBpp0082676
LOC101891695_XP_005179192.1	1:1	FBgn0032017_FBpp0079232
LOC101891696_XP_005179282.1	1:n	FBgn0035906_FBpp0076378,FBgn0035907_FBpp0076376,FBgn0035904_FBpp0076348,FBgn0086348_FBpp0076349
LOC101891697_XP_005179364.1	1:1	FBgn0035264_FBpp0072679
LOC101891698_XP_005179982.1	n:1	FBgn0030316_FBpp0073362
LOC101891699_XP_005181043.1	1:1	FBgn0038976_FBpp0083650
LOC101891700_XP_005182322.1	1:1	FBgn0026372_FBpp0072687
LOC101891701_XP_005182412.1	1:1	FBgn0015793_FBpp0304216
LOC101891702_XP_005183377.1	1:1	FBgn0032910_FBpp0303795
LOC101891703_XP_005183529.1	1:1	FBgn0001108_FBpp0075498
LOC101891704_XP_005184134.1	1:1	FBgn0003892_FBpp0088443
LOC101891705_XP_005184492.1	1:1	FBgn0035699_FBpp0076715
LOC101891707_XP_005184896.1	1:1	FBgn0051414_FBpp0306807
LOC101891708_XP_005185144.1	n:1	FBgn0034623_FBpp0071538
LOC101891709_XP_005185650.1	1:1	FBgn0052380_FBpp0076580
LOC101891710_XP_005186300.1	n:1	FBgn0001269_FBpp0087175
LOC101891711_XP_005186548.1	1:1	FBgn0033890_FBpp0086732
LOC101891712_XP_005187300.1	1:1	FBgn0266186_FBpp0088416
LOC101891714_XP_005187629.1	1:1	FBgn0000611_FBpp0305515
LOC101891715_XP_005187976.1	1:1	FBgn0034606_FBpp0071549
LOC101891716_XP_005188596.1	n:1	FBgn0031229_FBpp0077778
LOC101891717_XP_005188684.1	n:1	FBgn0036594_FBpp0288402
LOC101891718_XP_005188768.1	n:1	FBgn0034468_FBpp0085672
LOC101891719_XP_005188849.1	1:1	FBgn0036066_FBpp0076045
LOC101891720_XP_005189016.1	1:1	FBgn0030590_FBpp0310587
LOC101891721_XP_005189722.1	n:n	FBgn0266448_FBpp0310817,FBgn0266446_FBpp0310814,FBgn0266451_FBpp0310816
LOC101891727_XP_005190606.1	1:1	FBgn0024273_FBpp0307744
LOC101891728_XP_005190860.1	1:1	FBgn0027080_FBpp0075168
LOC101891729_XP_005190937.1	1:1	FBgn0043900_FBpp0085167
LOC101891730_XP_005191743.1	1:1	FBgn0033340_FBpp0087725
LOC101891731_XP_005191903.1	1:1	FBgn0031968_FBpp0289422
LOC101891732_XP_005191979.1	1:1	FBgn0032036_FBpp0079271
LOC101891733_XP_005174792.1	1:n	FBgn0050035_FBpp0087178,FBgn0033644_FBpp0087180
LOC101891734_XP_005175201.1	1:1	FBgn0035687_FBpp0076705
LOC101891738_XP_005175848.1	n:n	FBgn0034292_FBpp0085990,FBgn0034291_FBpp0085991,FBgn0051041_FBpp0084836,FBgn0039671_FBpp0084837,FBgn0039670_FBpp0084838,FBgn0034296_FBpp0085986
LOC101891739_XP_005175931.1	1:1	FBgn0263916_FBpp0309853
LOC101891740_XP_005176993.1	1:1	FBgn0034145_FBpp0297360
LOC101891741_XP_005177365.1	1:1	FBgn0266570_FBpp0070616
LOC101891742_XP_005177633.1	1:1	FBgn0052945_FBpp0078536
LOC101891743_XP_005178053.1	1:1	FBgn0262123_FBpp0112753
LOC101891744_XP_005179461.1	n:1	FBgn0259237_FBpp0310619
LOC101891745_XP_005179641.1	1:1	FBgn0001321_FBpp0081672
LOC101891746_XP_005179895.1	1:1	FBgn0033368_FBpp0087743
LOC101891747_XP_005180603.1	1:1	FBgn0041712_FBpp0071920
LOC101891748_XP_005180774.1	1:1	FBgn0038453_FBpp0082786
LOC101891749_XP_005180956.1	1:1	FBgn0085512_FBpp0302660
LOC101891750_XP_005181473.1	n:1	FBgn0011764_FBpp0288398
LOC101891751_XP_005181728.1	1:1	FBgn0040384_FBpp0311478
LOC101891752_XP_005182243.1	1:1	FBgn0037013_FBpp0077869
LOC101891753_XP_005182944.1	n:1	FBgn0037534_FBpp0081313
LOC101891754_XP_005183216.1	1:1	FBgn0012037_FBpp0080129
LOC101891755_XP_005183294.1	1:1	FBgn0027086_FBpp0078152
LOC101891757_XP_005183794.1	1:n	FBgn0050413_FBpp0071949,FBgn0054026_FBpp0310056
LOC101891759_XP_005184043.1	n:n	FBgn0035344_FBpp0072837,FBgn0031925_FBpp0079095
LOC101891760_XP_005184317.1	1:1	FBgn0040817_FBpp0112246
LOC101891762_XP_005184729.1	1:1	FBgn0032050_FBpp0310071
LOC101891766_XP_005185884.1	1:1	FBgn0036599_FBpp0075225
LOC101891767_XP_005185960.1	1:1	FBgn0267326_FBpp0079102
LOC101891768_XP_005186214.1	1:1	FBgn0261649_FBpp0307968
LOC101891769_XP_005186387.1	1:1	FBgn0261703_FBpp0292297
LOC101891770_XP_005186965.1	1:1	FBgn0039116_FBpp0083849
LOC101891772_XP_005187215.1	1:1	FBgn0036364_FBpp0075585
LOC101891773_XP_005187547.1	1:1	FBgn0035323_FBpp0072757
LOC101891774_XP_005187717.1	1:1	FBgn0033623_FBpp0087253
LOC101891775_XP_005187804.1	1:1	FBgn0038964_FBpp0083625
LOC101891776_XP_005187889.1	1:1	FBgn0014092_FBpp0080392
LOC101891777_XP_005189101.1	1:1	FBgn0026160_FBpp0075997
LOC101891778_XP_005189329.1	n:1	FBgn0038292_FBpp0082485
LOC101891779_XP_005189502.1	1:1	FBgn0002736_FBpp0071497
LOC101891780_XP_005191016.1	1:1	FBgn0039844_FBpp0306617
LOC101891781_XP_005191096.1	n:1	FBgn0002431_FBpp0308671
LOC101891782_XP_005191264.1	n:1	FBgn0037229_FBpp0112103
LOC101891783_XP_005191428.1	n:1	FBgn0015283_FBpp0078024
LOC101891784_XP_005174964.1	n:1	FBgn0037679_FBpp0081533
LOC101891785_XP_005175357.1	n:1	FBgn0065110_FBpp0099453
LOC101891786_XP_005175517.1	n:1	FBgn0034794_FBpp0071816
LOC101891788_XP_005175724.1	n:1	FBgn0038700_FBpp0083169
LOC101891789_XP_005176465.1	n:1	FBgn0039482_FBpp0084473
LOC101891790_XP_005176815.1	1:1	FBgn0000581_FBpp0303473
LOC101891791_XP_005177277.1	1:1	FBgn0042630_FBpp0303149
LOC101891792_XP_005177877.1	1:1	FBgn0030800_FBpp0074122
LOC101891793_XP_005178487.1	1:1	FBgn0003044_FBpp0085914
LOC101891794_XP_005178662.1	1:1	FBgn0030386_FBpp0073477
LOC101891795_XP_005178750.1	1:1	FBgn0035563_FBpp0073175
LOC101891796_XP_005179101.1	1:1	FBgn0000241_FBpp0312192
LOC101891797_XP_005179550.1	1:1	FBgn0031044_FBpp0304757
LOC101891799_XP_005179813.1	1:1	FBgn0030749_FBpp0306158
LOC101891800_XP_005180067.1	n:n	FBgn0033727_FBpp0087029,FBgn0037685_FBpp0081506
LOC101891802_XP_005180332.1	1:1	FBgn0016061_FBpp0301133
LOC101891803_XP_005180420.1	n:1	FBgn0002940_FBpp0083266
LOC101891804_XP_005180691.1	1:1	FBgn0028895_FBpp0080387
LOC101891805_XP_005180868.1	1:1	FBgn0035589_FBpp0076869
LOC101891807_XP_005181297.1	1:1	FBgn0025830_FBpp0086186
LOC101891809_XP_005181643.1	n:1	FBgn0034457_FBpp0085662
LOC101891810_XP_005181812.1	1:1	FBgn0027499_FBpp0308553
LOC101891811_XP_005181902.1	1:1	FBgn0023090_FBpp0081044
LOC101891812_XP_005182080.1	1:1	FBgn0004876_FBpp0083130
LOC101891813_XP_005182501.1	1:1	FBgn0033888_FBpp0311709
LOC101891814_XP_005182588.1	1:1	FBgn0063368_FBpp0112500
LOC101891815_XP_005182676.1	1:1	FBgn0053257_FBpp0075137
LOC101891816_XP_005182763.1	1:1	FBgn0020304_FBpp0291330
LOC101891818_XP_005183032.1	1:1	FBgn0043457_FBpp0271776
LOC101891819_XP_005183708.1	1:1	FBgn0039321_FBpp0297095
LOC101891820_XP_005184814.1	1:1	FBgn0037326_FBpp0306785
LOC101891822_XP_005185235.1	n:1	FBgn0034475_FBpp0292058
LOC101891823_XP_005185477.1	1:1	FBgn0033054_FBpp0085362
LOC101891824_XP_005185733.1	n:1	FBgn0028983_FBpp0085912
LOC101891825_XP_005186049.1	1:n	FBgn0030351_FBpp0073415,FBgn0030350_FBpp0073414
LOC101891826_XP_005186129.1	1:1	FBgn0029976_FBpp0309134
LOC101891827_XP_005186472.1	n:1	FBgn0037227_FBpp0078615
LOC101891828_XP_005186635.1	1:1	FBgn0031999_FBpp0079210
LOC101891829_XP_005186702.1	1:1	FBgn0031003_FBpp0074446
LOC101891830_XP_005186878.1	1:1	FBgn0030109_FBpp0071269
LOC101891831_XP_005187127.1	n:n	FBgn0011822_FBpp0070095,FBgn0032304_FBpp0079729,FBgn0032303_FBpp0079728,FBgn0038507_FBpp0082880,FBgn0053128_FBpp0077595
LOC101891832_XP_005187385.1	n:1	FBgn0028496_FBpp0085899
LOC101891833_XP_005188063.1	1:1	FBgn0002732_FBpp0084330
LOC101891834_XP_005188157.1	1:1	FBgn0036446_FBpp0305258
