#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0126826          -          BGBP                 -           2.1e-124  415.3   0.0  2.6e-124  415.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18749699..18749896,18749974..18751136,18751283..18751400); ID=FBpp0126826; name=Dana\GF23634-PA; parent=FBgn0100628,FBtr0128334; dbxref=FlyBase:FBpp0126826,FlyBase_Annotation_IDs:GF23634-PA,GB_protein:EDV41021,REFSEQ:XP_001958215,FlyMine:FBpp0126826; MD5=a3c029eee1d316ddb0f028be43ed3a92; length=492; release=r1.3; species=Dana; 
FBpp0125681          -          CLIPB                -            7.2e-17   61.3  12.6     4e-06   26.0   0.8   3.4   3   0   0   3   3   3   3 type=protein; loc=scaffold_13248:join(495047..495079,510672..510836,514490..514628,514698..515030,515662..515872,515930..516774,516839..517040,517112..518195,523568..523747); ID=FBpp0125681; name=Dana\GF22489-PA; parent=FBgn0099485,FBtr0127189; dbxref=FlyBase:FBpp0125681,FlyBase_Annotation_IDs:GF22489-PA,GB_protein:EDV34960,REFSEQ:XP_001965445,FlyMine:FBpp0125681; MD5=ea6b08ee5bbaef15d2ae93e389bce3cb; length=1063; release=r1.3; species=Dana; 
FBpp0126098          -          CLIPB                -            2.9e-16   59.3   0.0   4.5e-16   58.6   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:complement(4675797..4675891,4675949..4676114,4676188..4677161,4677220..4677383,4677445..4677568,4678277..4678868,4678907..4678918); ID=FBpp0126098; name=Dana\GF22906-PA; parent=FBgn0099900,FBtr0127606; dbxref=FlyBase:FBpp0126098,FlyBase_Annotation_IDs:GF22906-PA,GB_protein:EDV30503,REFSEQ:XP_001964707,FlyMine:FBpp0126098; MD5=62a4e2f78a88521b411cdf2b155a7d7e; length=708; release=r1.3; species=Dana; 
FBpp0118246          -          CLIPB                -              2e-15   56.5   0.0     4e-15   55.5   0.0   1.4   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:join(2292164..2292381,2292445..2292729,2292793..2293145,2296262..2296579,2296646..2296987,2297052..2297489,2299715..2299745,2303508..2303835,2304298..2304342); ID=FBpp0118246; name=Dana\GF15054-PA; parent=FBgn0092079,FBtr0119754; dbxref=FlyBase:FBpp0118246,FlyBase_Annotation_IDs:GF15054-PA,GB_protein:EDV30828,REFSEQ:XP_001961607,FlyMine:FBpp0118246; MD5=53eea0ef199db6ef3ea33c2d3383ce58; length=785; release=r1.3; species=Dana; 
FBpp0123183          -          CLIPB                -            4.1e-15   55.5   0.1   5.1e-15   55.2   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:complement(1687627..1687880,1687923..1687962); ID=FBpp0123183; name=Dana\GF19991-PA; parent=FBgn0096998,FBtr0124691; dbxref=FlyBase:FBpp0123183,FlyBase_Annotation_IDs:GF19991-PA,GB_protein:EDV30153,REFSEQ:XP_001964357,FlyMine:FBpp0123183; MD5=0dcf79e1f99fbd1c4555e8832c02ca4e; length=97; release=r1.3; species=Dana; 
FBpp0121779          -          CLIPB                -            3.8e-13   49.0   2.4   2.2e-12   46.5   2.4   1.9   1   1   0   1   1   1   1 type=protein; loc=scaffold_13340:17412377..17413045; ID=FBpp0121779; name=Dana\GF18587-PA; parent=FBgn0095605,FBtr0123287; dbxref=FlyBase:FBpp0121779,FlyBase_Annotation_IDs:GF18587-PA,GB_protein:EDV43632,REFSEQ:XP_001955071,FlyMine:FBpp0121779; MD5=8c60dd92e0fb27381ae9105a911846bf; length=222; release=r1.3; species=Dana; 
FBpp0125605          -          CLIPB                -            1.3e-10   40.7   1.6   3.4e-10   39.3   1.6   1.7   1   1   0   1   1   1   1 type=protein; loc=scaffold_13248:complement(1524600..1524925,1525008..1525137,1525195..1525655,1525715..1525787); ID=FBpp0125605; name=Dana\GF22413-PA; parent=FBgn0099409,FBtr0127113; dbxref=FlyBase:FBpp0125605,FlyBase_Annotation_IDs:GF22413-PA,GB_protein:EDV35029,REFSEQ:XP_001965514,FlyMine:FBpp0125605; MD5=f90799ad1f3f1a012ec44148d1090459; length=329; release=r1.3; species=Dana; 
FBpp0126526          -          CLIPB                -            1.3e-09   37.4   0.0   1.6e-09   37.1   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:join(4688678..4689004,4689778..4689801); ID=FBpp0126526; name=Dana\GF23334-PA; parent=FBgn0100328,FBtr0128034; dbxref=FlyBase:FBpp0126526,FlyBase_Annotation_IDs:GF23334-PA,GB_protein:EDV30507,REFSEQ:XP_001964711,FlyMine:FBpp0126526; MD5=1f02c413e1bf87a157213945b8151bcd; length=116; release=r1.3; species=Dana; 
FBpp0117312          -          CLIPB                -            4.5e-09   35.7   0.0   4.3e-08   32.4   0.0   2.3   2   1   1   3   3   1   1 type=protein; loc=scaffold_12916:complement(14110297..14110430,14110504..14110729,14110787..14111239); ID=FBpp0117312; name=Dana\GF14120-PA; parent=FBgn0091147,FBtr0118820; dbxref=FlyBase:FBpp0117312,FlyBase_Annotation_IDs:GF14120-PA,GB_protein:EDV32298,REFSEQ:XP_001963077,FlyMine:FBpp0117312; MD5=cae30f8deb54f85ad35b2c3eb9880749; length=270; release=r1.3; species=Dana; 
FBpp0119621          -          CLIPB                -            9.9e-09   34.5   0.0   5.8e-08   32.0   0.0   1.8   1   1   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(17392031..17393044); ID=FBpp0119621; name=Dana\GF16429-PA; parent=FBgn0093450,FBtr0121129; dbxref=FlyBase:FBpp0119621,FlyBase_Annotation_IDs:GF16429-PA,GB_protein:EDV43630,REFSEQ:XP_001955069,FlyMine:FBpp0119621; MD5=821ce48c521e1919c2f3f6f6c6862d24; length=337; release=r1.3; species=Dana; 
FBpp0119622          -          CLIPB                -            5.2e-08   32.1   0.4   8.2e-05   21.6   0.1   2.1   2   0   0   2   2   2   1 type=protein; loc=scaffold_13340:complement(17390861..17391778); ID=FBpp0119622; name=Dana\GF16430-PA; parent=FBgn0093451,FBtr0121130; dbxref=FlyBase:FBpp0119622,FlyBase_Annotation_IDs:GF16430-PA,GB_protein:EDV43629,REFSEQ:XP_001955068,FlyMine:FBpp0119622; MD5=ce497b2e1e18555d32ad7ce575259472; length=305; release=r1.3; species=Dana; 
FBpp0123186          -          CLIPB                -            1.1e-07   31.1   0.0   1.1e-07   31.1   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:2663958..2664557; ID=FBpp0123186; name=Dana\GF19994-PA; parent=FBgn0097001,FBtr0124694; dbxref=FlyBase:FBpp0123186,FlyBase_Annotation_IDs:GF19994-PA,GB_protein:EDV30266,REFSEQ:XP_001964470,FlyMine:FBpp0123186; MD5=53b2c0f375f9d8ff346824c117f9e316; length=199; release=r1.3; species=Dana; 
FBpp0114874          -          CLIPB                -            4.5e-07   29.1   0.1     8e-07   28.2   0.1   1.3   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(10439765..10440301,10441640..10441795,10445286..10445624,10445680..10446108,10447612..10447965); ID=FBpp0114874; name=Dana\GF11682-PA; parent=FBgn0088722,FBtr0116382; dbxref=FlyBase:FBpp0114874,FlyBase_Annotation_IDs:GF11682-PA,GB_protein:EDV36957,REFSEQ:XP_001960135,FlyMine:FBpp0114874; MD5=80cf869a3142056bccba65193f136d4c; length=604; release=r1.3; species=Dana; 
FBpp0120568          -          CLIPB                -              1e-06   27.9   0.0     1e-06   27.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(1923130..1923192,1923389..1923549,1923801..1923900); ID=FBpp0120568; name=Dana\GF17376-PA; parent=FBgn0094394,FBtr0122076; dbxref=FlyBase:FBpp0120568,FlyBase_Annotation_IDs:GF17376-PA,GB_protein:EDV41694,REFSEQ:XP_001953111,FlyMine:FBpp0120568; MD5=31dc4a0b658822e2ca8ca56ef9a29190; length=107; release=r1.3; species=Dana; 
FBpp0125278          -          CLIPB                -            2.3e-06   26.7   0.0   3.4e-05   22.9   0.0   2.5   1   1   0   1   1   1   1 type=protein; loc=scaffold_12929:join(150561..150636,152145..152367,152431..153049); ID=FBpp0125278; name=Dana\GF22086-PA; parent=FBgn0099085,FBtr0126786; dbxref=FlyBase:FBpp0125278,FlyBase_Annotation_IDs:GF22086-PA,GB_protein:EDV32582,REFSEQ:XP_001966294,FlyMine:FBpp0125278; MD5=0f9b60ffcf312797c9bf775d11a8a3ff; length=305; release=r1.3; species=Dana; 
FBpp0120860          -          CLIPB                -            5.1e-05   22.3   1.2   0.00011   21.3   1.3   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_13340:join(2887641..2887686,2888063..2888410,2888502..2888865,2889010..2889274); ID=FBpp0120860; name=Dana\GF17668-PA; parent=FBgn0094686,FBtr0122368; dbxref=FlyBase:FBpp0120860,FlyBase_Annotation_IDs:GF17668-PA,GB_protein:EDV41821,REFSEQ:XP_001953238,FlyMine:FBpp0120860; MD5=8a93b39c727a319422a57300a3affe72; length=340; release=r1.3; species=Dana; 
FBpp0120602          -          CLIPC                -           4.1e-113  377.7   0.1  4.8e-113  377.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(1358558..1359143,1359204..1359468,1359528..1359914,1359973..1360051); ID=FBpp0120602; name=Dana\GF17410-PA; parent=FBgn0094428,FBtr0122110; dbxref=FlyBase:FBpp0120602,FlyBase_Annotation_IDs:GF17410-PA,GB_protein:EDV41623,REFSEQ:XP_001953040,FlyMine:FBpp0120602; MD5=8ab1251b364cb88379f020902cbb7738; length=438; release=r1.3; species=Dana; 
FBpp0124925          -          CLIPC                -           1.6e-110  369.1   0.0  1.9e-110  368.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13334:complement(929288..929912,930135..930351,930421..930726,930785..930851); ID=FBpp0124925; name=Dana\GF21733-PA; parent=FBgn0098733,FBtr0126433; dbxref=FlyBase:FBpp0124925,FlyBase_Annotation_IDs:GF21733-PA,GB_protein:EDV38354,REFSEQ:XP_001967035,FlyMine:FBpp0124925; MD5=f7fdfa8821b16fc5658da2d1b94466a0; length=404; release=r1.3; species=Dana; 
FBpp0124923          -          CLIPC                -           4.5e-105  351.2   0.0  5.8e-105  350.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13334:complement(931741..932389,932499..932721,932819..933145,933210..933276); ID=FBpp0124923; name=Dana\GF21731-PA; parent=FBgn0098731,FBtr0126431; dbxref=FlyBase:FBpp0124923,FlyBase_Annotation_IDs:GF21731-PA,GB_protein:EDV38355,REFSEQ:XP_001967036,FlyMine:FBpp0124923; MD5=a66ea509d5fe36244da1809df723e0bd; length=421; release=r1.3; species=Dana; 
FBpp0125694          -          CLIPC                -            4.3e-95  318.4   0.0   5.1e-95  318.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13248:join(780786..780861,780928..781114,781285..781675,781738..781921,781991..782331); ID=FBpp0125694; name=Dana\GF22502-PA; parent=FBgn0099498,FBtr0127202; dbxref=FlyBase:FBpp0125694,FlyBase_Annotation_IDs:GF22502-PA,GB_protein:EDV34977,REFSEQ:XP_001965462,FlyMine:FBpp0125694; MD5=ddb6fc9cf1dfe940b8f33393bb89bc1f; length=392; release=r1.3; species=Dana; 
FBpp0116746          -          CLIPC                -            2.5e-93  312.6   0.1   3.1e-93  312.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:join(15118732..15118996,15119075..15119285,15119344..15119959); ID=FBpp0116746; name=Dana\GF13554-PA; parent=FBgn0090583,FBtr0118254; dbxref=FlyBase:FBpp0116746,FlyBase_Annotation_IDs:GF13554-PA,GB_protein:EDV37633,REFSEQ:XP_001960811,FlyMine:FBpp0116746; MD5=f2f563e0c54d2256468ce1c56c8574b9; length=363; release=r1.3; species=Dana; 
FBpp0114587          -          CLIPC                -            1.7e-92  309.9   0.1     2e-92  309.6   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:complement(14127530..14128148,14128319..14128526,14128599..14128851); ID=FBpp0114587; name=Dana\GF11395-PA; parent=FBgn0088435,FBtr0116095; dbxref=FlyBase:FBpp0114587,FlyBase_Annotation_IDs:GF11395-PA,GB_protein:EDV37473,REFSEQ:XP_001960651,FlyMine:FBpp0114587; MD5=fa6cf0658ce37db4d6c5c433de36eb5e; length=359; release=r1.3; species=Dana; 
FBpp0125695          -          CLIPC                -            8.5e-92  307.6   0.1   2.5e-82  276.4   0.0   2.1   2   0   0   2   2   2   2 type=protein; loc=scaffold_13248:join(784640..784721,784801..784984,785121..785747,785793..785968,786032..786487,786553..786899); ID=FBpp0125695; name=Dana\GF22503-PA; parent=FBgn0099499,FBtr0127203; dbxref=FlyBase:FBpp0125695,FlyBase_Annotation_IDs:GF22503-PA,GB_protein:EDV34978,REFSEQ:XP_001965463,FlyMine:FBpp0125695; MD5=83c58c8f021fe7118a69b04e516cc314; length=623; release=r1.3; species=Dana; 
FBpp0120761          -          CLIPC                -            9.8e-86  287.7   0.1   1.3e-85  287.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(1354889..1354957,1355006..1355260,1355318..1355485,1356857..1356959,1357031..1357203,1357420..1357565,1357651..1357886,1357956..1358113,1358172..1358345); ID=FBpp0120761; name=Dana\GF17569-PA; parent=FBgn0094587,FBtr0122269; dbxref=FlyBase:FBpp0120761,FlyBase_Annotation_IDs:GF17569-PA,GB_protein:EDV41622,REFSEQ:XP_001953039,FlyMine:FBpp0120761; MD5=72ede2380bf5f984ea590185f8f2d43f; length=493; release=r1.3; species=Dana; 
FBpp0120017          -          CLIPC                -              9e-83  277.9   0.0   1.1e-82  277.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(11075672..11076110,11076171..11076335,11076390..11076499,11076553..11076668,11076736..11077081); ID=FBpp0120017; name=Dana\GF16825-PA; parent=FBgn0093846,FBtr0121525; dbxref=FlyBase:FBpp0120017,FlyBase_Annotation_IDs:GF16825-PA,GB_protein:EDV42841,REFSEQ:XP_001954280,FlyMine:FBpp0120017; MD5=cdfb1bbca962b9d53f581f1d2489df7a; length=391; release=r1.3; species=Dana; 
FBpp0120762          -          CLIPC                -            1.1e-80  271.1   0.0   1.4e-80  270.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(1361120..1361274,1361362..1361671,1362062..1362171,1362344..1362761,1362818..1362947,1363002..1363087); ID=FBpp0120762; name=Dana\GF17570-PA; parent=FBgn0094588,FBtr0122270; dbxref=FlyBase:FBpp0120762,FlyBase_Annotation_IDs:GF17570-PA,GB_protein:EDV41624,REFSEQ:XP_001953041,FlyMine:FBpp0120762; MD5=dc7a5649c1a7fb564c9291b74a012f42; length=402; release=r1.3; species=Dana; 
FBpp0119466          -          CLIPC                -            9.5e-80  268.0   0.0   1.1e-79  267.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19687220..19687495,19687550..19687865,19687938..19688211,19688270..19688348); ID=FBpp0119466; name=Dana\GF16274-PA; parent=FBgn0093296,FBtr0120974; dbxref=FlyBase:FBpp0119466,FlyBase_Annotation_IDs:GF16274-PA,GB_protein:EDV43928,REFSEQ:XP_001955367,FlyMine:FBpp0119466; MD5=00856d4dcb5d4b0f2128d768e03366ee; length=314; release=r1.3; species=Dana; 
FBpp0113749          -          CLIPC                -            4.5e-77  259.2   2.7   1.8e-74  250.6   0.0   2.1   2   0   0   2   2   2   1 type=protein; loc=scaffold_13337:join(14565174..14565282,14566441..14566610,14566689..14566980,14567111..14567504,14567564..14567639,14567697..14568224); ID=FBpp0113749; name=Dana\GF10557-PA; parent=FBgn0087598,FBtr0115257; dbxref=FlyBase:FBpp0113749,FlyBase_Annotation_IDs:GF10557-PA,GB_protein:EDV40530,REFSEQ:XP_001957724,FlyMine:FBpp0113749; MD5=9e9f307803e3552e3ec6247a128abe08; length=522; release=r1.3; species=Dana; 
FBpp0119464          -          CLIPC                -            1.9e-74  250.6   0.0   2.4e-74  250.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19690401..19690989,19691048..19691318,19691373..19691454); ID=FBpp0119464; name=Dana\GF16272-PA; parent=FBgn0093294,FBtr0120972; dbxref=FlyBase:FBpp0119464,FlyBase_Annotation_IDs:GF16272-PA,GB_protein:EDV43930,REFSEQ:XP_001955369,FlyMine:FBpp0119464; MD5=9387e560ee2ae2def29f87914779481b; length=313; release=r1.3; species=Dana; 
FBpp0121394          -          CLIPC                -            5.7e-73  245.7   0.0   6.8e-73  245.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(11140027..11140096,11140304..11140467,11140552..11140774,11140833..11141557); ID=FBpp0121394; name=Dana\GF18202-PA; parent=FBgn0095220,FBtr0122902; dbxref=FlyBase:FBpp0121394,FlyBase_Annotation_IDs:GF18202-PA,GB_protein:EDV42854,REFSEQ:XP_001954293,FlyMine:FBpp0121394; MD5=5343a4ac1bc5a4017ff26766aaaf4e53; length=393; release=r1.3; species=Dana; 
FBpp0113748          -          CLIPC                -            1.5e-71  241.0   0.0   1.9e-71  240.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(14560649..14561237,14561464..14561621,14561978..14562569,14562632..14562843,14562900..14562971,14563213..14563353); ID=FBpp0113748; name=Dana\GF10556-PA; parent=FBgn0087597,FBtr0115256; dbxref=FlyBase:FBpp0113748,FlyBase_Annotation_IDs:GF10556-PA,GB_protein:EDV40529,REFSEQ:XP_001957723,FlyMine:FBpp0113748; MD5=0c3c21d3e4ab81c1a5d2cfe9ad5baf6a; length=587; release=r1.3; species=Dana; 
FBpp0119465          -          CLIPC                -            2.1e-70  237.2   0.0   2.8e-70  236.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(19688736..19689336,19689566..19689836,19689899..19689998); ID=FBpp0119465; name=Dana\GF16273-PA; parent=FBgn0093295,FBtr0120973; dbxref=FlyBase:FBpp0119465,FlyBase_Annotation_IDs:GF16273-PA,GB_protein:EDV43929,REFSEQ:XP_001955368,FlyMine:FBpp0119465; MD5=7322494270d5769bc6443f1e50af4ce2; length=323; release=r1.3; species=Dana; 
FBpp0120804          -          CLIPC                -            2.6e-68  230.4   0.0   3.9e-68  229.8   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(2077172..2077177,2077256..2078712,2078776..2078886,2078946..2079258,2079318..2079417,2079482..2079540); ID=FBpp0120804; name=Dana\GF17612-PA; parent=FBgn0094630,FBtr0122312; dbxref=FlyBase:FBpp0120804,FlyBase_Annotation_IDs:GF17612-PA,GB_protein:EDV41716,REFSEQ:XP_001953133,FlyMine:FBpp0120804; MD5=02203ae70c6ae2308019392e9fa2d3c4; length=681; release=r1.3; species=Dana; 
FBpp0126903          -          CLIPC                -            2.6e-68  230.4   0.0   3.4e-68  230.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(17288867..17289139,17289198..17289777,17289841..17289977,17290039..17290193,17290256..17290343); ID=FBpp0126903; name=Dana\GF23711-PA; parent=FBgn0100705,FBtr0128411; dbxref=FlyBase:FBpp0126903,FlyBase_Annotation_IDs:GF23711-PA,GB_protein:EDV40858,REFSEQ:XP_001958052,FlyMine:FBpp0126903; MD5=3e7c665acbb68d4e3f9e9418969aca8d; length=410; release=r1.3; species=Dana; 
FBpp0119881          -          CLIPC                -            1.4e-67  228.0   0.0   4.2e-22   78.5   0.0   4.8   3   2   2   5   5   4   3 type=protein; loc=scaffold_13340:complement(13022569..13023288,13023919..13024245,13025953..13026638,13027224..13027946,13040529..13040544); ID=FBpp0119881; name=Dana\GF16689-PA; parent=FBgn0093710,FBtr0121389; dbxref=FlyBase:FBpp0119881,FlyBase_Annotation_IDs:GF16689-PA,GB_protein:EDV43104,REFSEQ:XP_001954543,FlyMine:FBpp0119881; MD5=914c52dc46f08d443eef6960fc8fa2a2; length=823; release=r1.3; species=Dana; 
FBpp0121968          -          CLIPC                -            3.1e-67  226.8   0.0   8.5e-36  123.5   0.0   2.1   2   0   0   2   2   2   2 type=protein; loc=scaffold_13340:join(20416817..20417023,20417089..20417260,20417326..20418192,20419954..20421146); ID=FBpp0121968; name=Dana\GF18776-PA; parent=FBgn0095793,FBtr0123476; dbxref=FlyBase:FBpp0121968,FlyBase_Annotation_IDs:GF18776-PA,GB_protein:EDV44016,REFSEQ:XP_001955455,FlyMine:FBpp0121968; MD5=c0747f7c4e55931e8dd7d70f4f3978f3; length=812; release=r1.3; species=Dana; 
FBpp0126390          -          CLIPC                -            9.5e-67  225.3   0.0   1.2e-66  224.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:join(2667728..2667788,2667988..2668374,2668445..2669175); ID=FBpp0126390; name=Dana\GF23198-PA; parent=FBgn0100192,FBtr0127898; dbxref=FlyBase:FBpp0126390,FlyBase_Annotation_IDs:GF23198-PA,GB_protein:EDV30269,REFSEQ:XP_001964473,FlyMine:FBpp0126390; MD5=75f9eeb6fd8d3e8ab0f6249e5cac264e; length=392; release=r1.3; species=Dana; 
FBpp0119444          -          CLIPC                -            4.9e-66  222.9   0.0   6.5e-66  222.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(20015584..20016010,20016067..20016376,20016632..20017027,20017152..20017218); ID=FBpp0119444; name=Dana\GF16252-PA; parent=FBgn0093274,FBtr0120952; dbxref=FlyBase:FBpp0119444,FlyBase_Annotation_IDs:GF16252-PA,GB_protein:EDV43973,REFSEQ:XP_001955412,FlyMine:FBpp0119444; MD5=7e02b1bda37e12e1270548f1ebcc29ed; length=399; release=r1.3; species=Dana; 
FBpp0126473          -          CLIPC                -            1.2e-65  221.6   0.8   1.6e-65  221.2   0.8   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:join(3902001..3902064,3902139..3902311,3902571..3902784,3902845..3902893,3902949..3903142,3903208..3903632); ID=FBpp0126473; name=Dana\GF23281-PA; parent=FBgn0100275,FBtr0127981; dbxref=FlyBase:FBpp0126473,FlyBase_Annotation_IDs:GF23281-PA,GB_protein:EDV30423,REFSEQ:XP_001964627,FlyMine:FBpp0126473; MD5=ede0d41c35b3bc6297a5805edc3691c5; length=372; release=r1.3; species=Dana; 
FBpp0113750          -          CLIPC                -              2e-65  220.9   0.0   2.4e-65  220.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(14570159..14570382,14570440..14570515,14570575..14571102); ID=FBpp0113750; name=Dana\GF10558-PA; parent=FBgn0087599,FBtr0115258; dbxref=FlyBase:FBpp0113750,FlyBase_Annotation_IDs:GF10558-PA,GB_protein:EDV40531,REFSEQ:XP_001957725,FlyMine:FBpp0113750; MD5=9c2e60a4cf325dfd4ed6a5c515d4b059; length=275; release=r1.3; species=Dana; 
