#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0074817          -          BGBP                 -           2.5e-135  452.4   0.0    3e-135  452.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(18676006..18676123,18676296..18677080,18677145..18677522,18677579..18677776); ID=FBpp0074817; name=GNBP1-PA; parent=FBgn0040323,FBtr0075050; dbxref=FlyBase:FBpp0074817,FlyBase_Annotation_IDs:CG6895-PA,GB_protein:AAF49244.1,REFSEQ:NP_524142,GB_protein:AAF49244,FlyMine:FBpp0074817,modMine:FBpp0074817; MD5=3319c8f13047af04e61708ace37337a8; length=492; release=r6.02; species=Dmel; 
FBpp0071175          -          CLIPA                -            9.6e-42  143.7   0.1   1.2e-41  143.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(8572828..8572906,8572459..8572713,8572091..8572307,8571338..8571968)); ID=FBpp0071175; name=spirit-PA; parent=FBgn0030051,FBtr0071231; dbxref=FlyBase:FBpp0071175,FlyBase_Annotation_IDs:CG2056-PA,GB_protein:AAF46393.1,REFSEQ:NP_572492,GB_protein:AAF46393,FlyMine:FBpp0071175,modMine:FBpp0071175; MD5=45511ba498cf5e795f69db5fe74c9daf; length=393; release=r6.02; species=Dmel; 
FBpp0289955          -          CLIPA                -            9.6e-42  143.7   0.1   1.2e-41  143.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(8572828..8572906,8572459..8572713,8572091..8572307,8571338..8571968)); ID=FBpp0289955; name=spirit-PC; parent=FBgn0030051,FBtr0300731; dbxref=REFSEQ:NP_001162707,GB_protein:ACZ95242,FlyBase:FBpp0289955,FlyBase_Annotation_IDs:CG2056-PC; MD5=45511ba498cf5e795f69db5fe74c9daf; length=393; release=r6.02; species=Dmel; 
FBpp0304874          -          CLIPA                -            9.6e-42  143.7   0.1   1.2e-41  143.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(8572828..8572906,8572459..8572713,8572091..8572307,8571338..8571968)); ID=FBpp0304874; name=spirit-PD; parent=FBgn0030051,FBtr0332628; dbxref=REFSEQ:NP_001259342,GB_protein:AGB95185,FlyBase:FBpp0304874,FlyBase_Annotation_IDs:CG2056-PD; MD5=45511ba498cf5e795f69db5fe74c9daf; length=393; release=r6.02; species=Dmel; 
FBpp0087874          -          CLIPA                -            1.3e-41  143.2   3.6   1.5e-41  143.0   3.6   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(8269087..8269308,8268693..8269017,8268373..8268471,8268120..8268285,8267675..8268062)); ID=FBpp0087874; name=CG30371-PA; parent=FBgn0050371,FBtr0088798; dbxref=FlyBase:FBpp0087874,FlyBase_Annotation_IDs:CG30371-PA,GB_protein:AAF59107.2,REFSEQ:NP_610370,GB_protein:AAF59107,FlyMine:FBpp0087874,modMine:FBpp0087874; MD5=5c22bf5f321f4b692f299d85bfda8480; length=399; release=r6.02; species=Dmel; 
FBpp0087256          -          CLIPA                -            1.8e-41  142.7   0.0   2.3e-41  142.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11345277..11346047); ID=FBpp0087256; name=epsilonTry-PA; parent=FBgn0010425,FBtr0088160; dbxref=GB_protein:AAF58660.1,FlyBase:FBpp0087256,FlyBase_Annotation_IDs:CG18681-PA,REFSEQ:NP_525112,GB_protein:AAF58660,FlyMine:FBpp0087256,modMine:FBpp0087256; MD5=ab3269700f2e73035f2b88e1b0431c91; length=256; release=r6.02; species=Dmel; 
FBpp0086785          -          CLIPA                -            2.2e-41  142.5   0.8   2.6e-41  142.2   0.8   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:13434212..13434994; ID=FBpp0086785; name=Ser8-PA; parent=FBgn0019928,FBtr0087664; dbxref=FlyBase:FBpp0086785,FlyBase_Annotation_IDs:CG4812-PA,GB_protein:AAF58377.1,REFSEQ:NP_610874,GB_protein:AAF58377,FlyMine:FBpp0086785,modMine:FBpp0086785; MD5=22c4b82a48ba5f2d2d3aceb438886126; length=260; release=r6.02; species=Dmel; 
FBpp0076538          -          CLIPA                -            3.3e-41  141.9   0.7     4e-41  141.6   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(7541582..7542457); ID=FBpp0076538; name=CG32376-PA; parent=FBgn0052376,FBtr0076827; dbxref=FlyBase:FBpp0076538,FlyBase_Annotation_IDs:CG32376-PA,GB_protein:AAN12043.1,REFSEQ:NP_729271,GB_protein:AAN12043,FlyMine:FBpp0076538,modMine:FBpp0076538; MD5=5957082069939023a48529b3e6bc50ac; length=291; release=r6.02; species=Dmel; 
FBpp0075737          -          CLIPA                -            7.1e-41  140.8   0.1   9.9e-41  140.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:12197907..12198770; ID=FBpp0075737; name=CG11529-PA; parent=FBgn0036264,FBtr0076005; dbxref=FlyBase:FBpp0075737,FlyBase_Annotation_IDs:CG11529-PA,GB_protein:AAF49943.1,REFSEQ:NP_648558,GB_protein:AAF49943,FlyMine:FBpp0075737,modMine:FBpp0075737; MD5=035a7ae94759b51253fb6202e46d901f; length=287; release=r6.02; species=Dmel; 
FBpp0290879          -          CLIPA                -            8.2e-41  140.6   0.0     1e-40  140.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:8998611..8999414; ID=FBpp0290879; name=Try29F-PC; parent=FBgn0015316,FBtr0301665; dbxref=REFSEQ:NP_523518,GB_protein:AAF52738,FlyBase:FBpp0290879,FlyBase_Annotation_IDs:CG9564-PC,FlyMine:FBpp0290879,modMine:FBpp0290879; MD5=b8aa2b731caf0a7f21c87e282224f980; length=267; release=r6.02; species=Dmel; 
FBpp0311472          -          CLIPA                -            8.2e-41  140.6   0.0     1e-40  140.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:8998611..8999414; ID=FBpp0311472; name=Try29F-PD; parent=FBgn0015316,FBtr0345312; dbxref=FlyBase:FBpp0311472,FlyBase_Annotation_IDs:CG9564-PD,GB_protein:AHN54286,REFSEQ:NP_001285772; MD5=b8aa2b731caf0a7f21c87e282224f980; length=267; release=r6.02; species=Dmel; 
FBpp0082777          -          CLIPA                -            8.7e-41  140.5   0.6   5.6e-22   78.8   0.6   2.1   2   0   0   2   2   2   2 type=protein; loc=3R:join(16595098..16595302,16595804..16595990,16596052..16596732,16596799..16597054); ID=FBpp0082777; name=CG14892-PA; parent=FBgn0038447,FBtr0083327; dbxref=FlyBase:FBpp0082777,FlyBase_Annotation_IDs:CG14892-PA,GB_protein:AAF55337.1,REFSEQ:NP_650562,GB_protein:AAF55337,FlyMine:FBpp0082777,modMine:FBpp0082777; MD5=5f06b24fb06922d279430669f13f2d81; length=442; release=r6.02; species=Dmel; 
FBpp0087258          -          CLIPA                -              9e-41  140.5   1.9   1.1e-40  140.2   1.9   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11341954..11342742); ID=FBpp0087258; name=thetaTry-PA; parent=FBgn0011555,FBtr0088162; dbxref=GB_protein:AAF58661.1,FlyBase:FBpp0087258,FlyBase_Annotation_IDs:CG12385-PA,REFSEQ:NP_523693,GB_protein:AAF58661,FlyMine:FBpp0087258,modMine:FBpp0087258; MD5=642abb4b91058cceb36a362893a65e33; length=262; release=r6.02; species=Dmel; 
FBpp0289610          -          CLIPA                -              9e-41  140.5   0.0   1.3e-40  139.9   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(15712429..15712642,15712324..15712369,15712127..15712263,15711623..15712065)); ID=FBpp0289610; name=CG30083-PB; parent=FBgn0050083,FBtr0300381; dbxref=REFSEQ:NP_725492,GB_protein:AAM70962,FlyBase:FBpp0289610,FlyBase_Annotation_IDs:CG30083-PB,FlyMine:FBpp0289610,modMine:FBpp0289610; MD5=b1b5ede7adf061c611dbd611ee409cf4; length=279; release=r6.02; species=Dmel; 
FBpp0100028          -          CLIPA                -            1.1e-40  140.2   0.1   1.3e-40  139.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(15692448..15692670,15692738..15692777,15692836..15693014,15693360..15693751); ID=FBpp0100028; name=CG30087-PA; parent=FBgn0050087,FBtr0100573; dbxref=FlyBase_Annotation_IDs:CG30087-PA,FlyBase:FBpp0100028,GB_protein:AAM70960.2,REFSEQ:NP_725489,GB_protein:AAM70960,FlyMine:FBpp0100028,modMine:FBpp0100028; MD5=892a1a75ae9ee71ff350d54a71582d6b; length=277; release=r6.02; species=Dmel; 
FBpp0083021          -          CLIPA                -            1.2e-40  140.1   0.2   1.3e-40  139.9   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(18278281..18279285); ID=FBpp0083021; name=CG7142-PA; parent=FBgn0038595,FBtr0083600; dbxref=FlyBase:FBpp0083021,FlyBase_Annotation_IDs:CG7142-PA,GB_protein:AAF55527.1,REFSEQ:NP_650703,GB_protein:AAF55527,FlyMine:FBpp0083021,modMine:FBpp0083021; MD5=f8507ab0f0c8fef73bf43c5634fa5c8b; length=334; release=r6.02; species=Dmel; 
FBpp0070827          -          CLIPA                -            1.2e-40  140.0   0.1   1.9e-40  139.4   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(5950376..5950644,5950704..5950989,5951045..5951437); ID=FBpp0070827; name=CG32755-PA; parent=FBgn0052755,FBtr0070862; dbxref=FlyBase:FBpp0070827,FlyBase_Annotation_IDs:CG32755-PA,GB_protein:AAN09157.1,REFSEQ:NP_727055,GB_protein:AAN09157,FlyMine:FBpp0070827,modMine:FBpp0070827; MD5=10733128af7964889f0617cf932d52f0; length=315; release=r6.02; species=Dmel; 
FBpp0309700          -          CLIPA                -            1.2e-40  140.0   0.3   1.5e-40  139.7   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(21590340..21590390,21590453..21590669,21590731..21590773,21590831..21591000,21591057..21591499); ID=FBpp0309700; name=CG33225-PC; parent=FBgn0053225,FBtr0342899; dbxref=GB_protein:AHN56477,REFSEQ:NP_001286682,FlyBase:FBpp0309700,FlyBase_Annotation_IDs:CG33225-PC; MD5=5005ca9b4688503c7c56ceb8e7198804; length=307; release=r6.02; species=Dmel; 
FBpp0289634          -          CLIPA                -            1.3e-40  140.0   0.5   1.6e-40  139.6   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(21590447..21590669,21590731..21590773,21590831..21591000,21591057..21591499); ID=FBpp0289634; name=CG33225-PB; parent=FBgn0053225,FBtr0300405; dbxref=REFSEQ:NP_995918,GB_protein:AAS64906,FlyBase:FBpp0289634,FlyBase_Annotation_IDs:CG33225-PB,FlyMine:FBpp0289634,modMine:FBpp0289634; MD5=2c97e60eb17208dba04d09e9bc7c2531; length=292; release=r6.02; species=Dmel; 
FBpp0297782          -          CLIPA                -            1.4e-40  139.8   0.0   1.7e-40  139.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(15635468..15635690,15635743..15635788,15635848..15636017,15636083..15636489); ID=FBpp0297782; name=CG43335-PA; parent=FBgn0263040,FBtr0306929; dbxref=FlyBase_Annotation_IDs:CG43335-PA,FlyBase:FBpp0297782,REFSEQ:NP_001247121,GB_protein:AFH06439; MD5=49d01f4676bd4d4717bd17096acad53f; length=281; release=r6.02; species=Dmel; 
FBpp0087260          -          CLIPA                -            2.7e-40  138.9   0.0   3.2e-40  138.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11339257..11340099); ID=FBpp0087260; name=zetaTry-PA; parent=FBgn0011556,FBtr0088164; dbxref=FlyBase:FBpp0087260,FlyBase_Annotation_IDs:CG12387-PA,GB_protein:AAF58663.1,REFSEQ:NP_523691,GB_protein:AAF58663,FlyMine:FBpp0087260,modMine:FBpp0087260; MD5=ca7d2864a2f70fb0858aa6de0f5065d9; length=280; release=r6.02; species=Dmel; 
FBpp0070828          -          CLIPA                -            3.2e-40  138.6   0.0   4.8e-40  138.1   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(5952598..5952664,5952732..5952957,5953215..5954010); ID=FBpp0070828; name=CG6048-PA; parent=FBgn0029827,FBtr0070863; dbxref=FlyBase:FBpp0070828,FlyBase_Annotation_IDs:CG6048-PA,GB_protein:AAF46105.1,REFSEQ:NP_572282,GB_protein:AAF46105,FlyMine:FBpp0070828,modMine:FBpp0070828; MD5=5ee584793635fd46db1c0d0f9097bfbb; length=362; release=r6.02; species=Dmel; 
FBpp0088798          -          CLIPA                -            3.4e-40  138.6   0.1   4.4e-40  138.2   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(16488064..16488274,16488355..16488403,16488470..16488639,16488710..16489134); ID=FBpp0088798; name=CG33459-PA; parent=FBgn0053459,FBtr0089859; dbxref=FlyBase:FBpp0088798,FlyBase_Annotation_IDs:CG33459-PA,GB_protein:AAS64836.1,GB_protein:AAS64836,REFSEQ:NP_995855,GB_protein:AAS64836,FlyMine:FBpp0088798,modMine:FBpp0088798; MD5=00fbcf890ea45678831dc1ed6c4e347a; length=284; release=r6.02; species=Dmel; 
FBpp0292043          -          CLIPA                -            4.7e-40  138.1   0.0   5.5e-40  137.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(15685866..15686082,15685761..15685806,15685520..15685701,15685004..15685401)); ID=FBpp0292043; name=CG30082-PB; parent=FBgn0050082,FBtr0302917; dbxref=REFSEQ:NP_001188942,GB_protein:ADV37188,FlyBase:FBpp0292043,FlyBase_Annotation_IDs:CR30082-PB,FlyBase_Annotation_IDs:CG30082-PB,FlyMine:FBpp0292043,modMine:FBpp0292043; MD5=87bdb1d59f6da104af0a0699c8f92676; length=280; release=r6.02; species=Dmel; 
FBpp0304083          -          CLIPA                -            5.4e-40  137.9   0.0   7.4e-40  137.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(9745744..9745795,9744681..9745445,9743912..9744014,9743732..9743862,9743560..9743667,9743053..9743429)); ID=FBpp0304083; name=CG34409-PB; parent=FBgn0085438,FBtr0331694; dbxref=FlyBase:FBpp0304083,FlyBase_Annotation_IDs:CG34409-PB,REFSEQ:NP_001097728,GB_protein:ABW08629; MD5=d1ec6d7184a9d7a3b67f6898feb5776a; length=511; release=r6.02; species=Dmel; 
FBpp0077757          -          CLIPA                -              6e-40  137.8   0.1   7.5e-40  137.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(320388..321221); ID=FBpp0077757; name=CG11911-PA; parent=FBgn0031249,FBtr0078098; dbxref=FlyBase:FBpp0077757,FlyBase_Annotation_IDs:CG11911-PA,GB_protein:AAF51508.1,REFSEQ:NP_608518,GB_protein:AAF51508,FlyMine:FBpp0077757,modMine:FBpp0077757; MD5=0b6f16e0fa263753fe0872dffbfb41ce; length=277; release=r6.02; species=Dmel; 
FBpp0082846          -          CLIPA                -            7.1e-40  137.5   1.1   8.8e-40  137.2   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:17136205..17137023; ID=FBpp0082846; name=CG5246-PA; parent=FBgn0038484,FBtr0083405; dbxref=FlyBase:FBpp0082846,FlyBase_Annotation_IDs:CG5246-PA,GB_protein:AAF55395.1,REFSEQ:NP_650603,GB_protein:AAF55395,FlyMine:FBpp0082846,modMine:FBpp0082846; MD5=fffeacba983f509ad48c77962b68adf3; length=272; release=r6.02; species=Dmel; 
FBpp0306131          -          CLIPA                -            7.2e-40  137.5   4.6   5.8e-35  121.4   0.5   4.1   2   1   1   3   3   2   2 type=protein; loc=2R:complement(join(21936639..21936834,21936540..21936585,21936325..21936485,21935763..21936254,21935650..21935704,21935459..21935589,21935056..21935399)); ID=FBpp0306131; name=CG43742-PB; parent=FBgn0263999,FBtr0334012; dbxref=FlyBase:FBpp0306131,FlyBase_Annotation_IDs:CG43742-PB,REFSEQ:NP_001261130,GB_protein:AGB93661; MD5=1ca9a9b2e27ef5b08bf0f3b33ec8e43f; length=474; release=r6.02; species=Dmel; 
FBpp0087871          -          CLIPA                -            7.6e-40  137.4   0.0   8.5e-40  137.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(8254256..8254477,8254902..8255604,8256072..8256736); ID=FBpp0087871; name=CG14760-PA; parent=FBgn0033277,FBtr0088794; dbxref=FlyBase:FBpp0087871,FlyBase_Annotation_IDs:CG14760-PA,GB_protein:AAF59111.1,REFSEQ:NP_610366,GB_protein:AAF59111,FlyMine:FBpp0087871,modMine:FBpp0087871; MD5=0962f1ee2b8502dc65f79b983f1a5fbe; length=529; release=r6.02; species=Dmel; 
FBpp0087875          -          CLIPA                -            1.3e-39  136.7   0.1   1.4e-39  136.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(8267064..8267282,8266541..8266973,8266315..8266483,8265882..8266257)); ID=FBpp0087875; name=CG30375-PA; parent=FBgn0050375,FBtr0088799; dbxref=FlyBase:FBpp0087875,FlyBase_Annotation_IDs:CG30375-PA,GB_protein:AAM68860.1,REFSEQ:NP_724665,GB_protein:AAM68860,FlyMine:FBpp0087875,modMine:FBpp0087875; MD5=c954f9fe40475be614beb2e7e5943ee4; length=398; release=r6.02; species=Dmel; 
FBpp0071612          -          CLIPA                -            1.5e-39  136.5   0.2   1.8e-39  136.2   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(21537779..21538001,21537668..21537716,21537440..21537615,21536980..21537386)); ID=FBpp0071612; name=CG30287-PA; parent=FBgn0050287,FBtr0071695; dbxref=FlyBase:FBpp0071612,FlyBase_Annotation_IDs:CG30287-PA,GB_protein:AAM70921.1,REFSEQ:NP_726083,GB_protein:AAM70921,FlyMine:FBpp0071612,modMine:FBpp0071612; MD5=bc09606976ecc06612d7703e3e87fe90; length=284; release=r6.02; species=Dmel; 
FBpp0076693          -          CLIPA                -            2.2e-39  135.9  14.9   1.9e-37  129.6   5.6   3.1   3   0   0   3   3   2   2 type=protein; loc=3L:complement(join(6603080..6603098,6602514..6602657,6600646..6602457,6599515..6600584,6598962..6599453,6598573..6598906,6597233..6598511,6597001..6597170,6596832..6596945,6595781..6596765,6595246..6595715,6594899..6595190,6594728..6594835,6594522..6594665,6594049..6594466)); ID=FBpp0076693; name=ndl-PA; parent=FBgn0002926,FBtr0076984; dbxref=FlyBase:FBpp0076693,FlyBase_Annotation_IDs:CG10129-PA,GB_protein:AAF50656.1,REFSEQ:NP_523947,GB_protein:AAF50656,FlyMine:FBpp0076693,modMine:FBpp0076693; MD5=758b68241ad024e08d72b6db095420ad; length=2616; release=r6.02; species=Dmel; 
FBpp0111676          -          CLIPA                -            2.4e-39  135.8   0.0   3.1e-39  135.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:16672052..16672825; ID=FBpp0111676; name=CG34458-PA; parent=FBgn0085487,FBtr0112764; dbxref=GB_protein:AAF57967,FlyBase:FBpp0086256,GB_protein:AAF57967.1,FlyBase:FBpp0111676,FlyBase_Annotation_IDs:CG34458-PA,FlyBase_Annotation_IDs:CG5197-PA,REFSEQ:NP_001097340,GB_protein:ABV53821,FlyMine:FBpp0111676,modMine:FBpp0111676; MD5=b8b39f183cd9c6020bd3c73c8ff7eb47; length=257; release=r6.02; species=Dmel; 
FBpp0076772          -          CLIPA                -            2.5e-39  135.7   0.1   3.2e-39  135.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(6092850..6093085,6092223..6092790)); ID=FBpp0076772; name=CG10469-PA; parent=FBgn0035678,FBtr0077064; dbxref=FlyBase:FBpp0076772,FlyBase_Annotation_IDs:CG10469-PA,GB_protein:AAF50700.1,REFSEQ:NP_648025,GB_protein:AAF50700,FlyMine:FBpp0076772,modMine:FBpp0076772; MD5=b15bc11be53d76130b684935d657c8bd; length=267; release=r6.02; species=Dmel; 
FBpp0077482          -          CLIPA                -            2.5e-39  135.7   0.0   3.2e-39  135.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2251584..2252330); ID=FBpp0077482; name=CG17239-PA; parent=FBgn0042186,FBtr0077805; dbxref=FlyBase:FBpp0077482,FlyBase_Annotation_IDs:CG17239-PA,GB_protein:AAF51279.1,REFSEQ:NP_722784,GB_protein:AAF51279,FlyMine:FBpp0077482,modMine:FBpp0077482; MD5=23d463a0853a78e92b0d86e571b48ab7; length=248; release=r6.02; species=Dmel; 
FBpp0307159          -          CLIPA                -            2.5e-39  135.7   0.0   3.2e-39  135.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2251584..2252330); ID=FBpp0307159; name=CG17239-PB; parent=FBgn0042186,FBtr0335163; dbxref=REFSEQ:NP_001259920,GB_protein:AGB92457,FlyBase:FBpp0307159,FlyBase_Annotation_IDs:CG17239-PB; MD5=23d463a0853a78e92b0d86e571b48ab7; length=248; release=r6.02; species=Dmel; 
FBpp0077479          -          CLIPA                -            2.8e-39  135.6   1.0   3.7e-39  135.2   1.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2286050..2286844); ID=FBpp0077479; name=CG31681-PA; parent=FBgn0051681,FBtr0077802; dbxref=FlyBase:FBpp0077479,FlyBase_Annotation_IDs:CG31681-PA,GB_protein:AAN10420.1,REFSEQ:NP_722789,GB_protein:AAN10420,FlyMine:FBpp0077479,modMine:FBpp0077479; MD5=3170b68d446193225980b6d9150ab5ac; length=264; release=r6.02; species=Dmel; 
FBpp0074946          -          CLIPA                -            3.3e-39  135.3   0.0   4.2e-39  135.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:17549837..17550649; ID=FBpp0074946; name=CG7542-PA; parent=FBgn0036738,FBtr0075181; dbxref=FlyBase:FBpp0074946,FlyBase_Annotation_IDs:CG7542-PA,GB_protein:AAF49326.2,REFSEQ:NP_648995,GB_protein:AAF49326,FlyMine:FBpp0074946,modMine:FBpp0074946; MD5=7bb88af9b55592fdf854846fd89cff90; length=270; release=r6.02; species=Dmel; 
FBpp0311536          -          CLIPA                -            3.3e-39  135.3   0.0   4.2e-39  135.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:17549837..17550649; ID=FBpp0311536; name=CG7542-PB; parent=FBgn0036738,FBtr0345386; dbxref=FlyBase:FBpp0311536,FlyBase_Annotation_IDs:CG7542-PB,GB_protein:AHN58124,REFSEQ:NP_001287099; MD5=7bb88af9b55592fdf854846fd89cff90; length=270; release=r6.02; species=Dmel; 
FBpp0076540          -          CLIPA                -            4.1e-39  135.0   0.0   4.9e-39  134.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(7539060..7539836); ID=FBpp0076540; name=CG16998-PA; parent=FBgn0035795,FBtr0076829; dbxref=FlyBase:FBpp0076540,FlyBase_Annotation_IDs:CG16998-PA,GB_protein:AAF50541.2,REFSEQ:NP_648134,GB_protein:AAF50541,FlyMine:FBpp0076540,modMine:FBpp0076540; MD5=4df184f1e7b97553640f2819f5d53c3a; length=258; release=r6.02; species=Dmel; 
