#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0275484          -          BGBP                 -           2.8e-126  421.7   0.0  3.5e-126  421.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(11579122..11579248,11579310..11580484,11580551..11580748); ID=FBpp0275484; name=Dpse\GA19936-PA; parent=FBgn0079932,FBtr0277046; dbxref=FlyBase:FBpp0275484,FlyBase_Annotation_IDs:GA19936-PA,GB_protein:EAL29729,REFSEQ:XP_001353993,FlyMine:FBpp0275484,modMine:FBpp0275484; MD5=9f0905dd479084674a581a4a75b0c605; length=499; release=r3.2; species=Dpse; 
FBpp0292749          -          CLIPB                -            2.5e-92  309.5   0.2   3.1e-92  309.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(8596190..8596315,8596383..8596596,8596658..8596706,8596771..8596964,8597025..8597449); ID=FBpp0292749; name=Dpse\GA19211-PB; parent=FBgn0079208,FBtr0303734; dbxref=REFSEQ:XP_003736424,GB_protein:EIM52497,FlyBase:FBpp0292749,FlyBase_Annotation_IDs:GA19211-PB,FlyMine:FBpp0292749,modMine:FBpp0292749; MD5=b8be1b881c66dddae825d418722c2670; length=335; release=r3.2; species=Dpse; 
FBpp0272284          -          CLIPB                -            1.9e-90  303.3   0.0   2.2e-90  303.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XL_group3a:join(991401..991479,991550..991695,991769..992797); ID=FBpp0272284; name=Dpse\GA15202-PA; parent=FBgn0075227,FBtr0273846; dbxref=FlyBase:FBpp0272284,FlyBase_Annotation_IDs:GA15202-PA,GB_protein:EAL31452,REFSEQ:XP_001354399,FlyMine:FBpp0272284,modMine:FBpp0272284; MD5=5505f1a59f8421db4bcb37e748407427; length=417; release=r3.2; species=Dpse; 
FBpp0297465          -          CLIPB                -            3.3e-90  302.5   0.0   4.1e-90  302.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(12523709..12523781,12524111..12524851,12525821..12525923,12525988..12526133,12526198..12526305,12526508..12526878); ID=FBpp0297465; name=Dpse\GA30140-PA; parent=FBgn0262669,FBtr0306373; dbxref=REFSEQ:XP_001358596,GB_protein:EAL27737,FlyBase:FBpp0297465,FlyBase_Annotation_IDs:GA30140-PA; MD5=97d0a406b1b5a988f48cf67303b6c6a7; length=513; release=r3.2; species=Dpse; 
FBpp0306497          -          CLIPB                -            8.1e-87  291.4   2.0   9.6e-87  291.2   2.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(19585090..19585168,19585238..19585401,19585459..19585666,19585715..19585757,19585814..19586007,19586069..19586481); ID=FBpp0306497; name=Dpse\GA25144-PB; parent=FBgn0246527,FBtr0334393; dbxref=FlyBase:FBpp0306497,FlyBase_Annotation_IDs:GA25144-PB,REFSEQ:XP_002139034,GB_protein:EDY69592; MD5=636c451b8a86c8708401872bfafa8590; length=366; release=r3.2; species=Dpse; 
FBpp0283242          -          CLIPB                -            2.3e-86  289.9   0.0   2.8e-85  286.4   0.0   1.9   1   1   0   1   1   1   1 type=protein; loc=2:join(3012476..3013224,3013283..3013682); ID=FBpp0283242; name=Dpse\GA26978-PA; parent=FBgn0248349,FBtr0284804; dbxref=FlyBase:FBpp0283242,FlyBase_Annotation_IDs:GA26978-PA,GB_protein:EDY67576,REFSEQ:XP_002137018,FlyMine:FBpp0283242,modMine:FBpp0283242; MD5=cb31dc4b7690614f25af965bba30fbc7; length=382; release=r3.2; species=Dpse; 
FBpp0301659          -          CLIPB                -            4.1e-86  289.1   0.0   4.6e-86  288.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(27015906..27015930,27015989..27016097,27016159..27016445,27016508..27016812); ID=FBpp0301659; name=Dpse\GA15903-PB; parent=FBgn0075919,FBtr0309930; dbxref=REFSEQ:XP_003736877,GB_protein:EIM52950,FlyBase:FBpp0301659,FlyBase_Annotation_IDs:GA15903-PB; MD5=e1b7c1a6b2f376efb4d4a06721bb02bb; length=241; release=r3.2; species=Dpse; 
FBpp0301905          -          CLIPB                -            6.6e-86  288.4   0.0   7.3e-86  288.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(26996936..26996960,26997019..26997127,26997189..26997475,26997538..26997842); ID=FBpp0301905; name=Dpse\GA27509-PB; parent=FBgn0248874,FBtr0310221; dbxref=REFSEQ:XP_003736874,GB_protein:EIM52947,FlyBase:FBpp0301905,FlyBase_Annotation_IDs:GA27509-PB; MD5=63015dc51fba925f48ef2217d5cc414a; length=241; release=r3.2; species=Dpse; 
FBpp0287275          -          CLIPB                -            1.3e-85  287.4   1.1   1.6e-85  287.2   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group4:complement(6410132..6410245,6410299..6410600,6411638..6411822,6411904..6412012,6412084..6412449,6414286..6414358); ID=FBpp0287275; name=Dpse\GA14561-PA; parent=FBgn0074589,FBtr0288837; dbxref=FlyBase:FBpp0287275,FlyBase_Annotation_IDs:GA14561-PA,GB_protein:EAL33350,REFSEQ:XP_001356287,FlyMine:FBpp0287275,modMine:FBpp0287275; MD5=4842e9e7d7026dab8f69014c72c70816; length=382; release=r3.2; species=Dpse; 
FBpp0283598          -          CLIPB                -            2.5e-85  286.5   0.0   2.9e-85  286.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(8599184..8599262,8599329..8599483,8599547..8599875,8599939..8600548); ID=FBpp0283598; name=Dpse\GA27102-PA; parent=FBgn0248473,FBtr0285160; dbxref=FlyBase:FBpp0283598,FlyBase_Annotation_IDs:GA27102-PA,GB_protein:EDY67816,REFSEQ:XP_002137258,FlyMine:FBpp0283598,modMine:FBpp0283598; MD5=2b27aee9ca36a7aa1c92028efc29c494; length=390; release=r3.2; species=Dpse; 
FBpp0275728          -          CLIPB                -            6.9e-82  275.2   1.1   8.3e-82  274.9   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(19609952..19610385,19610449..19610642,19610706..19610748,19610816..19611035,19611085..19611245,19611313..19611391); ID=FBpp0275728; name=Dpse\GA24065-PA; parent=FBgn0245464,FBtr0277290; dbxref=FlyBase:FBpp0275728,FlyBase_Annotation_IDs:GA24065-PA,GB_protein:EDY69593,REFSEQ:XP_002139035,FlyMine:FBpp0275728,modMine:FBpp0275728; MD5=551f0c8c3f086bcbb211fa75a7c6b34f; length=376; release=r3.2; species=Dpse; 
FBpp0275870          -          CLIPB                -              1e-77  261.5   0.1   1.2e-77  261.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(17484876..17485285,17485348..17485547,17485624..17485675,17485742..17486089,17486148..17486223); ID=FBpp0275870; name=Dpse\GA24114-PA; parent=FBgn0245513,FBtr0277432; dbxref=FlyBase:FBpp0275870,FlyBase_Annotation_IDs:GA24114-PA,GB_protein:EDY69500,REFSEQ:XP_002138942,FlyMine:FBpp0275870,modMine:FBpp0275870; MD5=2750e2b74bb3626899e0e348eb431f83; length=361; release=r3.2; species=Dpse; 
FBpp0306501          -          CLIPB                -              1e-75  254.9   1.9   2.1e-46  158.5   0.1   2.0   2   0   0   2   2   2   2 type=protein; loc=3:complement(19609952..19610642,19610706..19610748,19610816..19611035,19611085..19611245,19611617..19611626); ID=FBpp0306501; name=Dpse\GA24065-PB; parent=FBgn0245464,FBtr0334397; dbxref=FlyBase:FBpp0306501,FlyBase_Annotation_IDs:GA24065-PB,REFSEQ:XP_004444594,GB_protein:ENO02007; MD5=41331b200a68bdff705eed8547536ef4; length=374; release=r3.2; species=Dpse; 
FBpp0287117          -          CLIPB                -            1.1e-74  251.6   0.0   1.2e-74  251.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=XR_group8:join(8295611..8296163,8296392..8296561,8296630..8296909,8296998..8297294,8297349..8297560,8297635..8297706,8297960..8298100); ID=FBpp0287117; name=Dpse\GA16795-PA; parent=FBgn0076809,FBtr0288679; dbxref=FlyBase:FBpp0287117,FlyBase_Annotation_IDs:GA16795-PA,GB_protein:EAL30533,REFSEQ:XP_001353032,FlyMine:FBpp0287117,modMine:FBpp0287117; MD5=49e3cbbacd3414d3d75a9cfb1875e7e0; length=574; release=r3.2; species=Dpse; 
FBpp0284959          -          CLIPB                -            7.2e-72  242.2   0.0   8.9e-72  241.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2:join(30019640..30019676,30019739..30021209,30021273..30021383,30021445..30021757,30021817..30021916,30021976..30022034); ID=FBpp0284959; name=Dpse\GA20347-PA; parent=FBgn0080342,FBtr0286521; dbxref=REFSEQ:XP_001360045,GB_protein:EAL29197,FlyBase:FBpp0284959,FlyBase_Annotation_IDs:GA20347-PA,REFSEQ:XP_001360045,REFSEQ:XP_001360045,GB_protein:EAL29197,GB_protein:EAL29197,FlyMine:FBpp0284959,modMine:FBpp0284959; MD5=f8184e49883ea21d79599aeb6328f606; length=696; release=r3.2; species=Dpse; 
FBpp0287067          -          CLIPB                -            1.1e-71  241.6   0.1   1.3e-71  241.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group8:join(7665014..7665107,7665176..7665330,7665383..7665519,7665585..7666164,7666226..7666498); ID=FBpp0287067; name=Dpse\GA21737-PA; parent=FBgn0081722,FBtr0288629; dbxref=FlyBase:FBpp0287067,FlyBase_Annotation_IDs:GA21737-PA,GB_protein:EAL30461,REFSEQ:XP_001352960,FlyMine:FBpp0287067,modMine:FBpp0287067; MD5=781c084e161df5b39931d80140860afe; length=412; release=r3.2; species=Dpse; 
FBpp0287422          -          CLIPB                -            1.3e-67  228.2   0.0   1.7e-67  227.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=4_group4:complement(4080563..4080718,4080778..4081074,4081483..4081618,4081688..4082840,4085739..4085952); ID=FBpp0287422; name=Dpse\GA16425-PA; parent=FBgn0076440,FBtr0288984; dbxref=FlyBase:FBpp0287422,FlyBase_Annotation_IDs:GA16425-PA,GB_protein:EAL33188,REFSEQ:XP_001356128,FlyMine:FBpp0287422,modMine:FBpp0287422; MD5=6e7c17a4e9303296633db00370bf1acc; length=651; release=r3.2; species=Dpse; 
FBpp0288016          -          CLIPB                -            1.3e-67  228.2   0.0   1.4e-67  228.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group4:join(6414679..6414691,6420699..6420807,6420889..6421073,6422119..6422420,6422474..6422569); ID=FBpp0288016; name=Dpse\GA29079-PA; parent=FBgn0250437,FBtr0289578; dbxref=FlyBase:FBpp0288016,FlyBase_Annotation_IDs:GA29079-PA,GB_protein:EDY70656,REFSEQ:XP_002133254,FlyMine:FBpp0288016,modMine:FBpp0288016; MD5=7da3c9f8830c554052d2b1bfe87783d9; length=234; release=r3.2; species=Dpse; 
FBpp0308160          -          CLIPB                -            1.4e-67  228.1   0.7   1.7e-67  227.9   0.7   1.1   1   0   0   1   1   1   1 type=protein; loc=3:join(11264113..11264305,11266158..11266337,11269267..11269444,11269514..11269892,11269951..11270166); ID=FBpp0308160; name=Dpse\GA20865-PC; parent=FBgn0080855,FBtr0337248; dbxref=REFSEQ:XP_004444298,GB_protein:ENO01711,FlyBase:FBpp0308160,FlyBase_Annotation_IDs:GA20865-PC; MD5=9a63e58ca12c8a7b8b1fe887b509bb45; length=381; release=r3.2; species=Dpse; 
FBpp0278822          -          CLIPB                -            2.8e-67  227.2   0.0   3.5e-67  226.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(19614811..19615027,19615084..19615129,19615188..19615366,19615424..19615833); ID=FBpp0278822; name=Dpse\GA15642-PA; parent=FBgn0075659,FBtr0280384; dbxref=FlyBase:FBpp0278822,FlyBase_Annotation_IDs:GA15642-PA,GB_protein:EAL26662,REFSEQ:XP_001362082,FlyMine:FBpp0278822,modMine:FBpp0278822; MD5=a76b9e7bc095991430bb33255236f47e; length=283; release=r3.2; species=Dpse; 
FBpp0300286          -          CLIPB                -            1.7e-66  224.6   0.1     2e-66  224.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(18155376..18155403,18155519..18155905,18157249..18157604); ID=FBpp0300286; name=Dpse\GA11223-PB; parent=FBgn0071277,FBtr0307775; dbxref=REFSEQ:XP_003736671,GB_protein:EIM52744,FlyBase:FBpp0300286,FlyBase_Annotation_IDs:GA11223-PB; MD5=c65aa795eadc678942bb0f3c03848d1d; length=256; release=r3.2; species=Dpse; 
FBpp0283760          -          CLIPB                -            3.4e-66  223.6   0.2     4e-66  223.4   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(11256807..11256885,11256949..11257320,11257376..11257625,11257681..11258266); ID=FBpp0283760; name=Dpse\GA20752-PA; parent=FBgn0080743,FBtr0285322; dbxref=FlyBase:FBpp0283760,FlyBase_Annotation_IDs:GA20752-PA,GB_protein:EAL27641,REFSEQ:XP_001358502,FlyMine:FBpp0283760,modMine:FBpp0283760; MD5=a251cab506c56447a9efd88a63f8bb17; length=428; release=r3.2; species=Dpse; 
FBpp0274865          -          CLIPB                -            1.3e-65  221.6   0.1   1.7e-65  221.3   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(1073285..1073640,1075408..1076179); ID=FBpp0274865; name=Dpse\GA18522-PA; parent=FBgn0078524,FBtr0276427; dbxref=FlyBase:FBpp0274865,FlyBase_Annotation_IDs:GA18522-PA,GB_protein:EAL30710,REFSEQ:XP_001353208,FlyMine:FBpp0274865,modMine:FBpp0274865; MD5=b85b9d1897f8bb54d65ee54c54a96bbf; length=375; release=r3.2; species=Dpse; 
FBpp0278168          -          CLIPB                -            1.4e-65  221.6   0.0   1.6e-65  221.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3:join(11264113..11264305,11266158..11266337,11268445..11269002,11269267..11269444,11269514..11269892,11269951..11270166); ID=FBpp0278168; name=Dpse\GA20865-PA; parent=FBgn0080855,FBtr0279730; dbxref=FlyBase:FBpp0278168,FlyBase_Annotation_IDs:GA20865-PA,GB_protein:EAL25859,REFSEQ:XP_001361281,FlyMine:FBpp0278168,modMine:FBpp0278168; MD5=4b437285d5f59c0d9465ed159e74bcaa; length=567; release=r3.2; species=Dpse; 
FBpp0308159          -          CLIPB                -            1.4e-65  221.6   0.0   1.6e-65  221.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3:join(11265820..11266027,11266158..11266337,11268445..11269002,11269267..11269444,11269514..11269892,11269951..11270166); ID=FBpp0308159; name=Dpse\GA20865-PB; parent=FBgn0080855,FBtr0337247; dbxref=REFSEQ:XP_004444297,GB_protein:ENO01710,FlyBase:FBpp0308159,FlyBase_Annotation_IDs:GA20865-PB; MD5=81861223983a36ed468787cc9ae52d81; length=572; release=r3.2; species=Dpse; 
FBpp0276020          -          CLIPB                -            3.7e-65  220.2   0.4   4.8e-65  219.8   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(15710971..15711374,15711433..15711611,15711696..15711741,15711799..15712018); ID=FBpp0276020; name=Dpse\GA24176-PA; parent=FBgn0245575,FBtr0277582; dbxref=FlyBase:FBpp0276020,FlyBase_Annotation_IDs:GA24176-PA,GB_protein:EDY69390,REFSEQ:XP_002138832,FlyMine:FBpp0276020,modMine:FBpp0276020; MD5=5d71ec95be0e39becf8eb2f4ef2563da; length=282; release=r3.2; species=Dpse; 
FBpp0278823          -          CLIPB                -            3.7e-64  216.9   0.3   5.2e-64  216.4   0.3   1.1   1   0   0   1   1   1   1 type=protein; loc=3:join(19616436..19616661,19616721..19616766,19616819..19617003,19617064..19617644); ID=FBpp0278823; name=Dpse\GA25145-PA; parent=FBgn0246528,FBtr0280385; dbxref=FlyBase:FBpp0278823,FlyBase_Annotation_IDs:GA25145-PA,GB_protein:EDY69594,REFSEQ:XP_002139036,FlyMine:FBpp0278823,modMine:FBpp0278823; MD5=7fb60ae4b729d6b994e05875bdcbefb3; length=345; release=r3.2; species=Dpse; 
FBpp0278655          -          CLIPB                -            6.3e-64  216.1   0.5   8.3e-64  215.7   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(11189475..11189828,11189894..11190285,11190348..11190546); ID=FBpp0278655; name=Dpse\GA17401-PA; parent=FBgn0077414,FBtr0280217; dbxref=FlyBase:FBpp0278655,FlyBase_Annotation_IDs:GA17401-PA,GB_protein:EAL34144,REFSEQ:XP_001357078,FlyMine:FBpp0278655,modMine:FBpp0278655; MD5=82218da0a73889093777546e27759d1e; length=314; release=r3.2; species=Dpse; 
FBpp0276050          -          CLIPB                -            2.4e-62  211.0   0.2   5.2e-62  209.8   0.1   1.3   1   1   0   1   1   1   1 type=protein; loc=3:complement(15249494..15250588); ID=FBpp0276050; name=Dpse\GA15058-PA; parent=FBgn0075083,FBtr0277612; dbxref=FlyBase:FBpp0276050,FlyBase_Annotation_IDs:GA15058-PA,GB_protein:EAL26256,REFSEQ:XP_001361677,FlyMine:FBpp0276050,modMine:FBpp0276050; MD5=a7c8e2b401611e207da82de28ce5e645; length=364; release=r3.2; species=Dpse; 
FBpp0282101          -          CLIPB                -            5.5e-62  209.7   0.0   6.2e-62  209.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(13159170..13159445,13159502..13159817,13159885..13160158,13160214..13160295); ID=FBpp0282101; name=Dpse\GA11230-PA; parent=FBgn0071284,FBtr0283663; dbxref=FlyBase:FBpp0282101,FlyBase_Annotation_IDs:GA11230-PA,GB_protein:EAL27805,REFSEQ:XP_001358664,FlyMine:FBpp0282101,modMine:FBpp0282101; MD5=e4fa14bc638d227be7e05a00ad51b4dd; length=315; release=r3.2; species=Dpse; 
FBpp0275977          -          CLIPB                -            5.9e-62  209.7   0.1   7.9e-62  209.2   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(16430747..16431362,16431421..16431628,16431698..16431974); ID=FBpp0275977; name=Dpse\GA18531-PA; parent=FBgn0078533,FBtr0277539; dbxref=FlyBase:FBpp0275977,FlyBase_Annotation_IDs:GA18531-PA,GB_protein:EAL26351,REFSEQ:XP_001361772,FlyMine:FBpp0275977,modMine:FBpp0275977; MD5=786770034142572b7582e50c5abab140; length=366; release=r3.2; species=Dpse; 
FBpp0272215          -          CLIPB                -            6.1e-62  209.6   0.0   5.1e-61  206.6   0.0   1.9   1   1   0   1   1   1   1 type=protein; loc=XL_group3a:complement(320819..321180,321270..321462,321530..321920,322046..322705,322869..323052,323117..323195); ID=FBpp0272215; name=Dpse\GA19543-PA; parent=FBgn0079539,FBtr0273777; dbxref=FlyBase:FBpp0272215,FlyBase_Annotation_IDs:GA19543-PA,GB_protein:EAL31414,REFSEQ:XP_001354361,FlyMine:FBpp0272215,modMine:FBpp0272215; MD5=c105f6756cd5065a5b2346b83a4cab70; length=622; release=r3.2; species=Dpse; 
FBpp0282100          -          CLIPB                -            1.6e-60  205.0   0.0   1.8e-60  204.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(13160583..13161171,13161234..13161504,13161557..13161656); ID=FBpp0282100; name=Dpse\GA11229-PA; parent=FBgn0071283,FBtr0283662; dbxref=FlyBase:FBpp0282100,FlyBase_Annotation_IDs:GA11229-PA,GB_protein:EAL27806,REFSEQ:XP_001358666,FlyMine:FBpp0282100,modMine:FBpp0282100; MD5=5356393a9d14d57ce74bf19665b1623f; length=319; release=r3.2; species=Dpse; 
FBpp0276910          -          CLIPB                -            1.6e-60  205.0   0.2   1.8e-60  204.7   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(3767118..3767521,3767585..3767760,3767818..3768074); ID=FBpp0276910; name=Dpse\GA24468-PA; parent=FBgn0245865,FBtr0278472; dbxref=FlyBase:FBpp0276910,FlyBase_Annotation_IDs:GA24468-PA,GB_protein:EDY68864,REFSEQ:XP_002138306,FlyMine:FBpp0276910,modMine:FBpp0276910; MD5=9ab944a02df26e8b694e030c92d715cd; length=278; release=r3.2; species=Dpse; 
FBpp0276049          -          CLIPB                -            2.6e-60  204.2   0.5   3.3e-60  203.9   0.5   1.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(15251103..15251420,15251486..15252295); ID=FBpp0276049; name=Dpse\GA18150-PA; parent=FBgn0078158,FBtr0277611; dbxref=FlyBase:FBpp0276049,FlyBase_Annotation_IDs:GA18150-PA,GB_protein:EAL26257,REFSEQ:XP_001361678,FlyMine:FBpp0276049,modMine:FBpp0276049; MD5=6b0183b83c58ed7f840559e7744169b8; length=375; release=r3.2; species=Dpse; 
FBpp0278673          -          CLIPB                -            3.1e-60  204.0   0.1   3.8e-60  203.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(17483620..17483878,17483937..17484144,17484203..17484812); ID=FBpp0278673; name=Dpse\GA17623-PA; parent=FBgn0077634,FBtr0280235; dbxref=FlyBase:FBpp0278673,FlyBase_Annotation_IDs:GA17623-PA,GB_protein:EAL26475,REFSEQ:XP_001361896,FlyMine:FBpp0278673,modMine:FBpp0278673; MD5=07d17579ec55877d8c330123a8b6ab41; length=358; release=r3.2; species=Dpse; 
FBpp0277505          -          CLIPB                -            3.2e-60  204.0   0.1   3.9e-60  203.7   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(3506759..3506972,3507035..3507080,3507135..3507310,3507373..3507791); ID=FBpp0277505; name=Dpse\GA24685-PA; parent=FBgn0246071,FBtr0279067; dbxref=FlyBase:FBpp0277505,FlyBase_Annotation_IDs:GA24685-PA,GB_protein:EDY68854,REFSEQ:XP_002138296,FlyMine:FBpp0277505,modMine:FBpp0277505; MD5=533a3225acac8e694923304cc6c849b5; length=284; release=r3.2; species=Dpse; 
FBpp0275062          -          CLIPB                -            3.3e-60  203.9   0.0   2.3e-30  105.8   0.0   2.3   1   1   1   2   2   2   2 type=protein; loc=XR_group6:join(4021982..4022746,4023049..4023687); ID=FBpp0275062; name=Dpse\GA16805-PA; parent=FBgn0076819,FBtr0276624; dbxref=FlyBase:FBpp0275062,FlyBase_Annotation_IDs:GA16805-PA,GB_protein:EAL30976,REFSEQ:XP_001353466,FlyMine:FBpp0275062,modMine:FBpp0275062; MD5=6556eb3553e21864af11e5763af2cdf5; length=467; release=r3.2; species=Dpse; 
FBpp0282099          -          CLIPB                -            3.4e-60  203.9   0.0   3.9e-60  203.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(13162143..13162731,13162791..13163061,13163118..13163211); ID=FBpp0282099; name=Dpse\GA11228-PA; parent=FBgn0071282,FBtr0283661; dbxref=FlyBase:FBpp0282099,FlyBase_Annotation_IDs:GA11228-PA,GB_protein:EAL27807,REFSEQ:XP_001358665,FlyMine:FBpp0282099,modMine:FBpp0282099; MD5=07285bb122f95b16abf790ba7dd84a8f; length=317; release=r3.2; species=Dpse; 
FBpp0278490          -          CLIPB                -            4.3e-60  203.5   0.0   5.1e-60  203.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(15306673..15307344,15307399..15307728); ID=FBpp0278490; name=Dpse\GA21676-PA; parent=FBgn0081661,FBtr0280052; dbxref=FlyBase:FBpp0278490,FlyBase_Annotation_IDs:GA21676-PA,GB_protein:EAL26262,REFSEQ:XP_001361683,FlyMine:FBpp0278490,modMine:FBpp0278490; MD5=086b5a9a0631c8e17c2cd057eb4c4f97; length=333; release=r3.2; species=Dpse; 
FBpp0287956          -          CLIPB                -            6.3e-60  203.0   0.0   8.4e-60  202.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=XL_group1e:complement(10819867..10820491,10820563..10820782,10820879..10820894,10820955..10821196,10821266..10821320); ID=FBpp0287956; name=Dpse\GA15212-PA; parent=FBgn0075236,FBtr0289518; dbxref=FlyBase:FBpp0287956,FlyBase_Annotation_IDs:GA15212-PA,GB_protein:EAL32187,REFSEQ:XP_001355130,FlyMine:FBpp0287956,modMine:FBpp0287956; MD5=e4f90330b3e3af67333a8414d0d00487; length=385; release=r3.2; species=Dpse; 
