#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0264975          -          BGBP                 -           3.8e-134  447.5   0.0  4.6e-134  447.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(15388350..15388547,15388606..15388983,15389053..15389837,15390021..15390138); ID=FBpp0264975; name=Dyak\GNBP1-PA; parent=FBgn0067448,FBtr0266483; dbxref=FlyBase:FBpp0264975,FlyBase_Annotation_IDs:GE19965-PA,GB_protein:EDW94595,REFSEQ:XP_002094883,FlyMine:FBpp0264975; MD5=812d81afcc516ec569171a72046cb240; length=492; release=r1.3; species=Dyak; 
FBpp0271115          -          CLIPB                -            1.1e-39  136.4   0.5   1.8e-39  135.7   0.5   1.3   1   0   0   1   1   1   1 type=protein; loc=3R:11427154..11428044; ID=FBpp0271115; name=Dyak\GE26105-PA; parent=FBgn0243145,FBtr0272623; dbxref=FlyBase:FBpp0271115,FlyBase_Annotation_IDs:GE26105-PA,GB_protein:EDW96937,REFSEQ:XP_002097225,FlyMine:FBpp0271115; MD5=bf808ade58fda1bf74bd3b26b53f2e71; length=296; release=r1.3; species=Dyak; 
FBpp0266540          -          CLIPB                -            1.3e-39  136.1   0.0   5.1e-39  134.2   0.0   1.7   1   1   0   1   1   1   1 type=protein; loc=3L:6626154..6626960; ID=FBpp0266540; name=Dyak\GE21530-PA; parent=FBgn0238785,FBtr0268048; dbxref=FlyBase:FBpp0266540,FlyBase_Annotation_IDs:GE21530-PA,GB_protein:EDW93582,REFSEQ:XP_002093870,FlyMine:FBpp0266540; MD5=4436bbfad5086356585338c95cdd652a; length=268; release=r1.3; species=Dyak; 
FBpp0265711          -          CLIPB                -            2.7e-39  135.1   1.5   3.3e-39  134.8   1.5   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:complement(3752401..3753399); ID=FBpp0265711; name=Dyak\GE20701-PA; parent=FBgn0238005,FBtr0267219; dbxref=FlyBase:FBpp0265711,FlyBase_Annotation_IDs:GE20701-PA,GB_protein:EDW93237,REFSEQ:XP_002093525,FlyMine:FBpp0265711; MD5=407b576f5273dd7a637ce1bea6c161c6; length=332; release=r1.3; species=Dyak; 
FBpp0258546          -          CLIPB                -            2.8e-39  135.0   0.2   3.8e-39  134.6   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:9726354..9727142; ID=FBpp0258546; name=Dyak\GE13536-PA; parent=FBgn0231199,FBtr0260054; dbxref=FlyBase:FBpp0258546,FlyBase_Annotation_IDs:GE13536-PA,GB_protein:EDW90942,REFSEQ:XP_002091230,FlyMine:FBpp0258546; MD5=ac120b8d70e41544171ef75a6a8a140d; length=262; release=r1.3; species=Dyak; 
FBpp0259073          -          CLIPB                -            3.8e-39  134.6   0.0   5.2e-39  134.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(16743231..16743432,16743507..16743552,16743610..16743764,16743822..16744213); ID=FBpp0259073; name=Dyak\GE14063-PA; parent=FBgn0231689,FBtr0260581; dbxref=FlyBase:FBpp0259073,FlyBase_Annotation_IDs:GE14063-PA,GB_protein:EDW91927,REFSEQ:XP_002092215,FlyMine:FBpp0259073; MD5=c8277e84b83152e3152cb8ec7052e788; length=264; release=r1.3; species=Dyak; 
FBpp0258030          -          CLIPB                -              4e-39  134.5   0.0   8.6e-39  133.4   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=2R:1916917..1917708; ID=FBpp0258030; name=Dyak\kappaTry-PA; parent=FBgn0068546,FBtr0259538; dbxref=FlyBase:FBpp0258030,FlyBase_Annotation_IDs:GE13020-PA,GB_protein:EDW89995,REFSEQ:XP_002090283,FlyMine:FBpp0258030; MD5=81dc6094f2f201490f0f905bb70a0fc1; length=263; release=r1.3; species=Dyak; 
FBpp0260166          -          CLIPB                -            5.1e-39  134.2   0.0   7.3e-39  133.7   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2232437..2233171); ID=FBpp0260166; name=Dyak\GE15156-PA; parent=FBgn0068391,FBtr0261674; dbxref=FlyBase:FBpp0260166,FlyBase_Annotation_IDs:GE15156-PA,GB_protein:EDW87359,REFSEQ:XP_002087647,FlyMine:FBpp0260166; MD5=ba5ca9a312223b821494e07a7447c403; length=244; release=r1.3; species=Dyak; 
FBpp0266535          -          CLIPB                -            5.5e-39  134.1   0.0   1.5e-38  132.6   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=3L:join(6609587..6609846,6609906..6610464); ID=FBpp0266535; name=Dyak\GE21525-PA; parent=FBgn0238782,FBtr0268043; dbxref=FlyBase:FBpp0266535,FlyBase_Annotation_IDs:GE21525-PA,GB_protein:EDW93577,REFSEQ:XP_002093865,FlyMine:FBpp0266535; MD5=e95a94d98e2291b8ddcc53815a23fd7a; length=272; release=r1.3; species=Dyak; 
FBpp0262576          -          CLIPB                -              8e-39  133.5   0.0   1.1e-38  133.1   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(14697547..14697818,14697888..14698173,14698267..14698677); ID=FBpp0262576; name=Dyak\GE17566-PA; parent=FBgn0235023,FBtr0264084; dbxref=FlyBase:FBpp0262576,FlyBase_Annotation_IDs:GE17566-PA,GB_protein:EDX02439,REFSEQ:XP_002101331,FlyMine:FBpp0262576; MD5=6ad429fa2981a9a0b795ce5a5dec3725; length=322; release=r1.3; species=Dyak; 
FBpp0269841          -          CLIPB                -            9.1e-39  133.4   0.3   1.2e-38  132.9   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(14892301..14892833,14892895..14893070,14893137..14893179,14893259..14893451); ID=FBpp0269841; name=Dyak\GE24831-PA; parent=FBgn0241932,FBtr0271349; dbxref=FlyBase:FBpp0269841,FlyBase_Annotation_IDs:GE24831-PA,GB_protein:EDW89033,REFSEQ:XP_002089321,FlyMine:FBpp0269841; MD5=6516d37bb4398733b5251814429f7fbf; length=314; release=r1.3; species=Dyak; 
FBpp0264228          -          CLIPB                -            1.2e-38  133.0   0.0   2.5e-38  131.9   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=2L:17241330..17242145; ID=FBpp0264228; name=Dyak\GE19218-PA; parent=FBgn0236575,FBtr0265736; dbxref=FlyBase:FBpp0264228,FlyBase_Annotation_IDs:GE19218-PA,GB_protein:EDW89382,REFSEQ:XP_002089670,FlyMine:FBpp0264228; MD5=27397ce25ded955bee0a06b0037a9c56; length=271; release=r1.3; species=Dyak; 
FBpp0256709          -          CLIPB                -              2e-38  132.2   0.0   2.6e-38  131.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(9798602..9799453,9799891..9800106); ID=FBpp0256709; name=Dyak\GE11699-PA; parent=FBgn0229493,FBtr0258217; dbxref=FlyBase:FBpp0256709,FlyBase_Annotation_IDs:GE11699-PA,GB_protein:EDW88293,REFSEQ:XP_002088581,FlyMine:FBpp0256709; MD5=49c13559b269bde1f5c381fb1d3b8efc; length=355; release=r1.3; species=Dyak; 
FBpp0255122          -          CLIPB                -            2.1e-38  132.1   0.1   4.1e-38  131.2   0.1   1.4   1   1   0   1   1   1   1 type=protein; loc=3R:17045427..17046245; ID=FBpp0255122; name=Dyak\GE10112-PA; parent=FBgn0227994,FBtr0256630; dbxref=FlyBase:FBpp0255122,FlyBase_Annotation_IDs:GE10112-PA,GB_protein:EDW97705,REFSEQ:XP_002097993,FlyMine:FBpp0255122; MD5=81117d44806e16cbe43be6a7895527be; length=272; release=r1.3; species=Dyak; 
FBpp0262577          -          CLIPB                -            2.4e-38  132.0   0.0   3.7e-38  131.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(14699905..14699971,14700038..14700263,14700452..14701253); ID=FBpp0262577; name=Dyak\GE17567-PA; parent=FBgn0235024,FBtr0264085; dbxref=FlyBase:FBpp0262577,FlyBase_Annotation_IDs:GE17567-PA,GB_protein:EDX02440,REFSEQ:XP_002101332,FlyMine:FBpp0262577; MD5=e05bfb4ae94a7c1b0048302912e8190c; length=364; release=r1.3; species=Dyak; 
FBpp0271175          -          CLIPB                -            2.5e-38  131.9   0.0   4.5e-38  131.1   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=3R:join(12372060..12372695,12372756..12372923); ID=FBpp0271175; name=Dyak\GE26165-PA; parent=FBgn0243201,FBtr0272683; dbxref=FlyBase:FBpp0271175,FlyBase_Annotation_IDs:GE26165-PA,GB_protein:EDW97058,REFSEQ:XP_002097346,FlyMine:FBpp0271175; MD5=54996c4b3ce6f2507435ce0007e1941d; length=267; release=r1.3; species=Dyak; 
FBpp0260176          -          CLIPB                -              3e-38  131.7   0.0   4.2e-38  131.2   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2225934..2226668); ID=FBpp0260176; name=Dyak\GE15166-PA; parent=FBgn0232754,FBtr0261684; dbxref=FlyBase:FBpp0260176,FlyBase_Annotation_IDs:GE15166-PA,GB_protein:EDW87356,REFSEQ:XP_002087644,FlyMine:FBpp0260176; MD5=ef9a0a40c04ea9143c7f6ca10dcdc6ea; length=244; release=r1.3; species=Dyak; 
FBpp0269624          -          CLIPB                -            3.3e-38  131.5   0.0   5.2e-38  130.9   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=3R:complement(11428412..11429212); ID=FBpp0269624; name=Dyak\GE24614-PA; parent=FBgn0241724,FBtr0271132; dbxref=FlyBase:FBpp0269624,FlyBase_Annotation_IDs:GE24614-PA,GB_protein:EDW96938,REFSEQ:XP_002097226,FlyMine:FBpp0269624; MD5=7572083bb24b6fe14f4bd543b2e105d2; length=266; release=r1.3; species=Dyak; 
FBpp0262575          -          CLIPB                -            3.6e-38  131.4   1.1     5e-38  130.9   1.1   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(14695487..14695559,14696305..14696500,14696573..14696852,14696911..14697297); ID=FBpp0262575; name=Dyak\GE17565-PA; parent=FBgn0235022,FBtr0264083; dbxref=FlyBase:FBpp0262575,FlyBase_Annotation_IDs:GE17565-PA,GB_protein:EDX02438,REFSEQ:XP_002101330,FlyMine:FBpp0262575; MD5=6b9e842870260d57b73891ef3696b9f3; length=311; release=r1.3; species=Dyak; 
FBpp0260659          -          CLIPB                -              5e-38  130.9   0.0   7.9e-38  130.3   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=X:complement(15200479..15201037,15201102..15201340); ID=FBpp0260659; name=Dyak\GE15649-PA; parent=FBgn0233219,FBtr0262167; dbxref=FlyBase:FBpp0260659,FlyBase_Annotation_IDs:GE15649-PA,GB_protein:EDX02512,REFSEQ:XP_002101404,FlyMine:FBpp0260659; MD5=a4bb0f7ce13f1ad0efd0aa65232243b0; length=265; release=r1.3; species=Dyak; 
FBpp0258715          -          CLIPB                -            6.8e-38  130.5   0.0   1.3e-31  109.8   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=2R:join(11751162..11751372,11751606..11751710,11751768..11752195); ID=FBpp0258715; name=Dyak\GE13705-PA; parent=FBgn0231360,FBtr0260223; dbxref=FlyBase:FBpp0258715,FlyBase_Annotation_IDs:GE13705-PA,GB_protein:EDW91234,REFSEQ:XP_002091522,FlyMine:FBpp0258715; MD5=3fa1e843546b503f4d2ff1b34d2473cb; length=247; release=r1.3; species=Dyak; 
FBpp0265710          -          CLIPB                -            7.2e-38  130.4   0.0     2e-37  129.0   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=3L:complement(3753543..3754325); ID=FBpp0265710; name=Dyak\GE20700-PA; parent=FBgn0238004,FBtr0267218; dbxref=FlyBase:FBpp0265710,FlyBase_Annotation_IDs:GE20700-PA,GB_protein:EDW93238,REFSEQ:XP_002093526,FlyMine:FBpp0265710; MD5=2f795f85d6c0e0334a121051a5d5ad39; length=260; release=r1.3; species=Dyak; 
FBpp0271247          -          CLIPB                -              8e-38  130.3   0.1   2.3e-37  128.7   0.1   1.8   1   1   0   1   1   1   1 type=protein; loc=3R:join(13160146..13160207,13160267..13160517,13160573..13160745,13160895..13161037,13161122..13161357,13161422..13161579,13161641..13161814); ID=FBpp0271247; name=Dyak\GE26237-PA; parent=FBgn0243268,FBtr0272755; dbxref=FlyBase:FBpp0271247,FlyBase_Annotation_IDs:GE26237-PA,GB_protein:EDW97184,REFSEQ:XP_002097472,FlyMine:FBpp0271247; MD5=c4cd12584bfd290cdf8a541638834f52; length=398; release=r1.3; species=Dyak; 
FBpp0258548          -          CLIPB                -            1.1e-37  129.8   0.0   2.1e-37  128.9   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=2R:9729034..9729876; ID=FBpp0258548; name=Dyak\GE13538-PA; parent=FBgn0231201,FBtr0260056; dbxref=FlyBase:FBpp0258548,FlyBase_Annotation_IDs:GE13538-PA,GB_protein:EDW90944,REFSEQ:XP_002091232,FlyMine:FBpp0258548; MD5=bf84a974f18456318171010d78354f81; length=280; release=r1.3; species=Dyak; 
FBpp0258547          -          CLIPB                -            1.3e-37  129.6   0.1   2.8e-37  128.4   0.1   1.4   1   1   0   1   1   1   1 type=protein; loc=2R:9727705..9728493; ID=FBpp0258547; name=Dyak\GE13537-PA; parent=FBgn0231200,FBtr0260055; dbxref=FlyBase:FBpp0258547,FlyBase_Annotation_IDs:GE13537-PA,GB_protein:EDW90943,REFSEQ:XP_002091231,FlyMine:FBpp0258547; MD5=281b7fd99183940105fc35df945c0f72; length=262; release=r1.3; species=Dyak; 
FBpp0268394          -          CLIPB                -            1.4e-37  129.4   0.1   3.8e-37  128.0   0.1   1.5   1   1   0   1   1   1   1 type=protein; loc=3R:complement(27229585..27230382); ID=FBpp0268394; name=Dyak\GE23384-PA; parent=FBgn0240577,FBtr0269902; dbxref=FlyBase:FBpp0268394,FlyBase_Annotation_IDs:GE23384-PA,GB_protein:EDW99110,REFSEQ:XP_002099398,FlyMine:FBpp0268394; MD5=b307b5358fed799cdf33a01b2cd05032; length=265; release=r1.3; species=Dyak; 
FBpp0260169          -          CLIPB                -            2.3e-37  128.8   0.0   3.4e-37  128.2   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2231368..2232102); ID=FBpp0260169; name=Dyak\GE15159-PA; parent=FBgn0232747,FBtr0261677; dbxref=FlyBase:FBpp0260169,FlyBase_Annotation_IDs:GE15159-PA,GB_protein:EDW87358,REFSEQ:XP_002087646,FlyMine:FBpp0260169; MD5=c64915ee89810a11ea15b9da84df2397; length=244; release=r1.3; species=Dyak; 
FBpp0269549          -          CLIPB                -            4.5e-37  127.8   0.0   7.9e-37  127.0   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=3R:complement(12367938..12368093,12368159..12368760,12368822..12368912); ID=FBpp0269549; name=Dyak\GE24539-PA; parent=FBgn0241651,FBtr0271057; dbxref=FlyBase:FBpp0269549,FlyBase_Annotation_IDs:GE24539-PA,GB_protein:EDW97057,REFSEQ:XP_002097345,FlyMine:FBpp0269549; MD5=61f175b2e969b8536e00b93836fa28f4; length=282; release=r1.3; species=Dyak; 
FBpp0255647          -          CLIPB                -            4.6e-37  127.8   0.0   1.3e-19   70.4   0.0   2.1   2   0   0   2   2   2   2 type=protein; loc=3R:join(24463474..24464287,24464802..24465610); ID=FBpp0255647; name=Dyak\GE10637-PA; parent=FBgn0228489,FBtr0257155; dbxref=FlyBase:FBpp0255647,FlyBase_Annotation_IDs:GE10637-PA,GB_protein:EDW98642,REFSEQ:XP_002098930,FlyMine:FBpp0255647; MD5=a7ca5a0a5c8b85af8014818dda2a40e0; length=540; release=r1.3; species=Dyak; 
FBpp0255121          -          CLIPB                -            4.9e-37  127.7   0.0   1.1e-36  126.5   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=3R:join(17043509..17043708,17043854..17044481); ID=FBpp0255121; name=Dyak\GE10111-PA; parent=FBgn0227993,FBtr0256629; dbxref=FlyBase:FBpp0255121,FlyBase_Annotation_IDs:GE10111-PA,GB_protein:EDW97704,REFSEQ:XP_002097992,FlyMine:FBpp0255121; MD5=46d01e92166474cb31c370019f6a435f; length=275; release=r1.3; species=Dyak; 
FBpp0257365          -          CLIPB                -            7.6e-37  127.0   0.0   1.2e-36  126.3   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:complement(9716525..9717289); ID=FBpp0257365; name=Dyak\GE12355-PA; parent=FBgn0230103,FBtr0258873; dbxref=FlyBase:FBpp0257365,FlyBase_Annotation_IDs:GE12355-PA,GB_protein:EDW90935,REFSEQ:XP_002091223,FlyMine:FBpp0257365; MD5=b2f224c872d660308ba69ccc47c732ad; length=254; release=r1.3; species=Dyak; 
FBpp0261701          -          CLIPB                -            8.2e-37  126.9   0.0   1.2e-36  126.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(1271372..1271628,1271685..1271976,1272050..1272400); ID=FBpp0261701; name=Dyak\GE16691-PA; parent=FBgn0234188,FBtr0263209; dbxref=FlyBase:FBpp0261701,FlyBase_Annotation_IDs:GE16691-PA,GB_protein:EDX00906,REFSEQ:XP_002099798,FlyMine:FBpp0261701; MD5=14b0d372b580a06c1350dfc899c1d252; length=299; release=r1.3; species=Dyak; 
FBpp0269623          -          CLIPB                -            9.2e-37  126.8   0.0   2.3e-36  125.5   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=3R:complement(11429363..11429458,11429584..11430312); ID=FBpp0269623; name=Dyak\GE24613-PA; parent=FBgn0241723,FBtr0271131; dbxref=FlyBase:FBpp0269623,FlyBase_Annotation_IDs:GE24613-PA,GB_protein:EDW96939,REFSEQ:XP_002097227,FlyMine:FBpp0269623; MD5=d656d5b461eafa334338c256a24c3897; length=274; release=r1.3; species=Dyak; 
FBpp0255892          -          CLIPB                -            9.9e-37  126.7   0.1   2.6e-36  125.3   0.1   1.5   1   1   0   1   1   1   1 type=protein; loc=3R:27231436..27232239; ID=FBpp0255892; name=Dyak\GE10882-PA; parent=FBgn0068353,FBtr0257400; dbxref=FlyBase:FBpp0255892,FlyBase_Annotation_IDs:GE10882-PA,GB_protein:EDW99111,REFSEQ:XP_002099399,FlyMine:FBpp0255892; MD5=bc8611a9bf8cec76d1ee1bf9a08e4e17; length=267; release=r1.3; species=Dyak; 
FBpp0264060          -          CLIPB                -            2.2e-36  125.5   0.1   2.9e-36  125.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:join(14876807..14877011,14877090..14877135,14877195..14877352,14877465..14877985); ID=FBpp0264060; name=Dyak\GE19050-PA; parent=FBgn0236413,FBtr0265568; dbxref=FlyBase:FBpp0264060,FlyBase_Annotation_IDs:GE19050-PA,GB_protein:EDW89031,REFSEQ:XP_002089319,FlyMine:FBpp0264060; MD5=01fa96f0a6e71f3afbc8865b993ac6ed; length=309; release=r1.3; species=Dyak; 
FBpp0260335          -          CLIPB                -            3.8e-36  124.7   0.0   4.9e-36  124.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(20044889..20045671); ID=FBpp0260335; name=Dyak\GE15325-PA; parent=FBgn0232907,FBtr0261843; dbxref=FlyBase:FBpp0260335,FlyBase_Annotation_IDs:GE15325-PA,GB_protein:EDX03051,REFSEQ:XP_002101943,FlyMine:FBpp0260335; MD5=c5aa372d24d5972f27071776f6a390a2; length=260; release=r1.3; species=Dyak; 
FBpp0260241          -          CLIPB                -            4.6e-36  124.5   0.1   5.8e-36  124.1   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(2099721..2100482,2100543..2100617); ID=FBpp0260241; name=Dyak\GE15231-PA; parent=FBgn0232819,FBtr0261749; dbxref=FlyBase:FBpp0260241,FlyBase_Annotation_IDs:GE15231-PA,GB_protein:EDW87326,REFSEQ:XP_002087614,FlyMine:FBpp0260241; MD5=558a8db296e577d9f6fc4e242dda8057; length=278; release=r1.3; species=Dyak; 
FBpp0259145          -          CLIPB                -            8.2e-36  123.6   0.1   1.3e-27   96.7   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=2R:join(17388909..17389074,17389450..17389892); ID=FBpp0259145; name=Dyak\GE14135-PA; parent=FBgn0231758,FBtr0260653; dbxref=FlyBase:FBpp0259145,FlyBase_Annotation_IDs:GE14135-PA,GB_protein:EDW92039,REFSEQ:XP_002092327,FlyMine:FBpp0259145; MD5=b515edb8436b026193bf881b8bdf98f6; length=202; release=r1.3; species=Dyak; 
FBpp0268093          -          CLIPB                -            9.2e-36  123.5   0.1   1.3e-35  123.0   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=v2_chr3L_random_055:join(5915..6260,6726..7102); ID=FBpp0268093; name=Dyak\GE23083-PA; parent=FBgn0240284,FBtr0269601; dbxref=FlyBase:FBpp0268093,FlyBase_Annotation_IDs:GE23083-PA,GB_protein:EDW99752,REFSEQ:XP_002086351,FlyMine:FBpp0268093; MD5=bd183baa3447d2e38e331a7253fb6961; length=240; release=r1.3; species=Dyak; 
FBpp0260336          -          CLIPB                -            1.1e-35  123.2   0.0   1.6e-35  122.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(20042835..20043614); ID=FBpp0260336; name=Dyak\GE15326-PA; parent=FBgn0232908,FBtr0261844; dbxref=FlyBase:FBpp0260336,FlyBase_Annotation_IDs:GE15326-PA,GB_protein:EDX03050,REFSEQ:XP_002101942,FlyMine:FBpp0260336; MD5=f3e5cc9abe6900bfa8ea20a766beced2; length=259; release=r1.3; species=Dyak; 
FBpp0260832          -          CLIPB                -            1.6e-35  122.7   0.0   2.7e-35  121.9   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=X:complement(12303650..12304384); ID=FBpp0260832; name=Dyak\GE15822-PA; parent=FBgn0233386,FBtr0262340; dbxref=FlyBase:FBpp0260832,FlyBase_Annotation_IDs:GE15822-PA,GB_protein:EDX02183,REFSEQ:XP_002101075,FlyMine:FBpp0260832; MD5=52015bde1949cd3d916876decc5e3ea5; length=244; release=r1.3; species=Dyak; 
FBpp0270945          -          CLIPB                -            1.6e-35  122.7   0.0     2e-35  122.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:9134753..9135622; ID=FBpp0270945; name=Dyak\GE25935-PA; parent=FBgn0242984,FBtr0272453; dbxref=FlyBase:FBpp0270945,FlyBase_Annotation_IDs:GE25935-PA,GB_protein:EDW96623,REFSEQ:XP_002096911,FlyMine:FBpp0270945; MD5=c9d5d20aa74c0068383dae715e4710da; length=289; release=r1.3; species=Dyak; 
FBpp0260151          -          CLIPB                -            1.7e-35  122.6   0.0   2.7e-35  121.9   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=2L:complement(2267395..2268159); ID=FBpp0260151; name=Dyak\GE15141-PA; parent=FBgn0232730,FBtr0261659; dbxref=FlyBase:FBpp0260151,FlyBase_Annotation_IDs:GE15141-PA,GB_protein:EDW87366,REFSEQ:XP_002087654,FlyMine:FBpp0260151; MD5=07c4819443d645f96c6486e648abfe02; length=254; release=r1.3; species=Dyak; 
FBpp0269852          -          CLIPB                -            1.8e-35  122.5   0.1   2.7e-35  121.9   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(14882774..14883294,14883350..14883511,14883577..14883626,14891718..14891763,14891825..14892044); ID=FBpp0269852; name=Dyak\GE24842-PA; parent=FBgn0241941,FBtr0271360; dbxref=FlyBase:FBpp0269852,FlyBase_Annotation_IDs:GE24842-PA,GB_protein:EDW89032,REFSEQ:XP_002089320,FlyMine:FBpp0269852; MD5=b44f5b3873493783affd5b837554791e; length=332; release=r1.3; species=Dyak; 
FBpp0256157          -          CLIPB                -            1.9e-35  122.4   0.1   5.2e-35  121.0   0.1   1.5   1   1   0   1   1   1   1 type=protein; loc=v2_chr3R_random_004:complement(1354..1909,1966..2228); ID=FBpp0256157; name=Dyak\Ser99Dc-PA; parent=FBgn0068034,FBtr0257665; dbxref=FlyBase:FBpp0256157,FlyBase_Annotation_IDs:GE11147-PA,GB_protein:EDX00115,REFSEQ:XP_002086713,FlyMine:FBpp0256157; MD5=0539e7e0acaf7ef0df15678096850fe6; length=272; release=r1.3; species=Dyak; 
