#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0163182          -          BGBP                 -           2.2e-122  408.6   0.0  2.7e-122  408.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(23826094..23826235,23826290..23827120,23827188..23827504,23827826..23828023); ID=FBpp0163182; name=Dmoj\GI13965-PA; parent=FBgn0136719,FBtr0164690; dbxref=FlyBase:FBpp0163182,FlyBase_Annotation_IDs:GI13965-PA,GB_protein:EDW19790,REFSEQ:XP_002009314,FlyMine:FBpp0163182,modMine:FBpp0163182; MD5=82199653471395d43f20968e3baf4d8d; length=495; release=r1.3; species=Dmoj; 
FBpp0165248          -          CLIPB                -              3e-32  111.8   0.0     5e-32  111.1   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6328:complement(4306831..4307184,4307432..4307705,4308227..4308690); ID=FBpp0165248; name=Dmoj\GI16031-PA; parent=FBgn0138780,FBtr0166756; dbxref=FlyBase:FBpp0165248,FlyBase_Annotation_IDs:GI16031-PA,GB_protein:EDW06222,REFSEQ:XP_002011380,FlyMine:FBpp0165248,modMine:FBpp0165248; MD5=b13d1ec94cfcb0e986f30eb4b47bb1ac; length=363; release=r1.3; species=Dmoj; 
FBpp0166367          -          CLIPB                -            3.2e-32  111.7   0.0   4.1e-32  111.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:join(5381159..5381171,5381241..5381983); ID=FBpp0166367; name=Dmoj\GI17150-PA; parent=FBgn0139894,FBtr0167875; dbxref=FlyBase:FBpp0166367,FlyBase_Annotation_IDs:GI17150-PA,GB_protein:EDW11458,REFSEQ:XP_002002016,FlyMine:FBpp0166367,modMine:FBpp0166367; MD5=dcac616fda924b05f8a71dd801eb0bcd; length=251; release=r1.3; species=Dmoj; 
FBpp0171376          -          CLIPB                -            1.3e-31  109.7   0.0   1.6e-31  109.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(29644434..29645125,29645177..29645293,29645358..29645415); ID=FBpp0171376; name=Dmoj\GI22159-PA; parent=FBgn0144888,FBtr0172884; dbxref=FlyBase:FBpp0171376,FlyBase_Annotation_IDs:GI22159-PA,GB_protein:EDW16554,REFSEQ:XP_002001093,FlyMine:FBpp0171376,modMine:FBpp0171376; MD5=42f57b789c477963fa8a119efd747556; length=288; release=r1.3; species=Dmoj; 
FBpp0162473          -          CLIPB                -            2.2e-31  108.9   0.2   1.3e-30  106.5   0.2   1.8   1   1   0   1   1   1   1 type=protein; loc=scaffold_6680:10450894..10451700; ID=FBpp0162473; name=Dmoj\GI13256-PA; parent=FBgn0136013,FBtr0163981; dbxref=FlyBase:FBpp0162473,FlyBase_Annotation_IDs:GI13256-PA,GB_protein:EDW18467,REFSEQ:XP_002007991,FlyMine:FBpp0162473,modMine:FBpp0162473; MD5=fa8e07978fcb1645cae0d601970c03a6; length=268; release=r1.3; species=Dmoj; 
FBpp0163941          -          CLIPB                -            3.2e-31  108.4   0.0   5.1e-31  107.8   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_6473:complement(13350706..13351234,13351301..13351530); ID=FBpp0163941; name=Dmoj\GI14724-PA; parent=FBgn0137475,FBtr0165449; dbxref=FlyBase:FBpp0163941,FlyBase_Annotation_IDs:GI14724-PA,GB_protein:EDW07675,REFSEQ:XP_002010358,FlyMine:FBpp0163941,modMine:FBpp0163941; MD5=945c7f075631217fc7c5896e9b3f2137; length=252; release=r1.3; species=Dmoj; 
FBpp0165097          -          CLIPB                -            6.4e-31  107.4   0.0   9.4e-31  106.9   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(13354406..13354638,13354725..13355259); ID=FBpp0165097; name=Dmoj\GI15880-PA; parent=FBgn0138629,FBtr0166605; dbxref=FlyBase:FBpp0165097,FlyBase_Annotation_IDs:GI15880-PA,GB_protein:EDW07677,REFSEQ:XP_002010360,FlyMine:FBpp0165097,modMine:FBpp0165097; MD5=033664114f4d0e22f50a2656e55068ef; length=255; release=r1.3; species=Dmoj; 
FBpp0174068          -          CLIPB                -            9.6e-31  106.8   0.1   1.2e-30  106.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:19274977..19275759; ID=FBpp0174068; name=Dmoj\GI24851-PA; parent=FBgn0147571,FBtr0175576; dbxref=FlyBase:FBpp0174068,FlyBase_Annotation_IDs:GI24851-PA,GB_protein:EDW15473,REFSEQ:XP_002000012,FlyMine:FBpp0174068,modMine:FBpp0174068; MD5=7857b0ad94ae408630c5ddb2346fd580; length=260; release=r1.3; species=Dmoj; 
FBpp0165922          -          CLIPB                -              2e-30  105.8   0.8   2.2e-28   99.1   0.8   2.0   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:178284..179060; ID=FBpp0165922; name=Dmoj\GI16705-PA; parent=FBgn0139453,FBtr0167430; dbxref=FlyBase:FBpp0165922,FlyBase_Annotation_IDs:GI16705-PA,GB_protein:EDW17106,REFSEQ:XP_002011975,FlyMine:FBpp0165922,modMine:FBpp0165922; MD5=4f90b1c7326c5c28a43f4b37a4bfb5fe; length=258; release=r1.3; species=Dmoj; 
FBpp0159501          -          CLIPB                -            3.4e-30  105.0   0.0   4.9e-30  104.5   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(24722155..24722742,24722802..24722960); ID=FBpp0159501; name=Dmoj\GI10284-PA; parent=FBgn0133049,FBtr0161009; dbxref=FlyBase:FBpp0159501,FlyBase_Annotation_IDs:GI10284-PA,GB_protein:EDW16007,REFSEQ:XP_002000546,FlyMine:FBpp0159501,modMine:FBpp0159501; MD5=da4598c73872722b627748e201b88137; length=248; release=r1.3; species=Dmoj; 
FBpp0162472          -          CLIPB                -            3.5e-30  105.0   0.0   1.3e-29  103.1   0.0   1.7   1   1   0   1   1   1   1 type=protein; loc=scaffold_6680:10449726..10450529; ID=FBpp0162472; name=Dmoj\GI13255-PA; parent=FBgn0136012,FBtr0163980; dbxref=FlyBase:FBpp0162472,FlyBase_Annotation_IDs:GI13255-PA,GB_protein:EDW18466,REFSEQ:XP_002007990,FlyMine:FBpp0162472,modMine:FBpp0162472; MD5=2c8f06f10c5bbed5f994f66d0befd351; length=267; release=r1.3; species=Dmoj; 
FBpp0169539          -          CLIPB                -            3.9e-30  104.8   0.0   5.3e-30  104.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(9301977..9302230,9302318..9302594,9302655..9303002); ID=FBpp0169539; name=Dmoj\GI20322-PA; parent=FBgn0143058,FBtr0171047; dbxref=FlyBase:FBpp0169539,FlyBase_Annotation_IDs:GI20322-PA,GB_protein:EDW09089,REFSEQ:XP_002005154,FlyMine:FBpp0169539,modMine:FBpp0169539; MD5=3e97d59c450ad0840b57f5c7a5c3e202; length=292; release=r1.3; species=Dmoj; 
FBpp0163982          -          CLIPB                -            4.4e-30  104.7   0.0   1.1e-29  103.3   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=scaffold_6473:complement(12726152..12726665,12727604..12728176,12728232..12728403,12728472..12728622,12728687..12728896); ID=FBpp0163982; name=Dmoj\GI14765-PA; parent=FBgn0137516,FBtr0165490; dbxref=FlyBase:FBpp0163982,FlyBase_Annotation_IDs:GI14765-PA,GB_protein:EDW07612,REFSEQ:XP_002010295,FlyMine:FBpp0163982,modMine:FBpp0163982; MD5=27f1459e178620f1a1c1482b1c030f5a; length=539; release=r1.3; species=Dmoj; 
FBpp0169618          -          CLIPB                -            1.1e-28  100.0   0.3   1.1e-28  100.0   0.3   2.5   2   1   0   2   2   1   1 type=protein; loc=scaffold_6496:join(10452060..10452389,10458023..10458211,10465236..10465957,10466041..10466193,10466271..10466539,10466608..10466900); ID=FBpp0169618; name=Dmoj\GI20401-PA; parent=FBgn0143137,FBtr0171126; dbxref=FlyBase:FBpp0169618,FlyBase_Annotation_IDs:GI20401-PA,GB_protein:EDW09220,REFSEQ:XP_002005285,FlyMine:FBpp0169618,modMine:FBpp0169618; MD5=8a9aaa09f50ac8017e0f2d6f1841197e; length=651; release=r1.3; species=Dmoj; 
FBpp0164534          -          CLIPB                -            7.7e-28   97.3   0.0   1.1e-27   96.8   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(725564..725716,725790..726032,726098..726236,726298..726490,729116..729950); ID=FBpp0164534; name=Dmoj\GI15317-PA; parent=FBgn0138066,FBtr0166042; dbxref=FlyBase:FBpp0164534,FlyBase_Annotation_IDs:GI15317-PA,GB_protein:EDW06693,REFSEQ:XP_002009376,FlyMine:FBpp0164534,modMine:FBpp0164534; MD5=42c36dc5e68d2f07e8e31b8edfbcb3aa; length=520; release=r1.3; species=Dmoj; 
FBpp0165897          -          CLIPB                -            1.2e-27   96.7   1.3   1.3e-25   90.0   1.3   2.0   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(176962..177741); ID=FBpp0165897; name=Dmoj\GI16680-PA; parent=FBgn0139428,FBtr0167405; dbxref=FlyBase:FBpp0165897,FlyBase_Annotation_IDs:GI16680-PA,GB_protein:EDW17105,REFSEQ:XP_002011974,FlyMine:FBpp0165897,modMine:FBpp0165897; MD5=0f079fe1ef4dc7ea11500ac4155e23f6; length=259; release=r1.3; species=Dmoj; 
FBpp0164535          -          CLIPB                -            3.3e-27   95.2   0.0   4.6e-27   94.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(730538..730800,730873..731677); ID=FBpp0164535; name=Dmoj\GI15318-PA; parent=FBgn0138067,FBtr0166043; dbxref=FlyBase:FBpp0164535,FlyBase_Annotation_IDs:GI15318-PA,GB_protein:EDW06694,REFSEQ:XP_002009377,FlyMine:FBpp0164535,modMine:FBpp0164535; MD5=9bc0cf2212222edc1b4d6b91d63de227; length=355; release=r1.3; species=Dmoj; 
FBpp0165920          -          CLIPB                -            9.6e-27   93.7   1.3   6.4e-26   91.0   1.3   1.8   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:170089..170883; ID=FBpp0165920; name=Dmoj\GI16703-PA; parent=FBgn0139451,FBtr0167428; dbxref=FlyBase:FBpp0165920,FlyBase_Annotation_IDs:GI16703-PA,GB_protein:EDW17102,REFSEQ:XP_002011971,FlyMine:FBpp0165920,modMine:FBpp0165920; MD5=e274575c8dfc8c2bd0a82203471ede54; length=264; release=r1.3; species=Dmoj; 
FBpp0165921          -          CLIPB                -            2.4e-26   92.4   0.6   1.6e-25   89.7   0.6   1.8   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:175361..176155; ID=FBpp0165921; name=Dmoj\GI16704-PA; parent=FBgn0139452,FBtr0167429; dbxref=FlyBase:FBpp0165921,FlyBase_Annotation_IDs:GI16704-PA,GB_protein:EDW17104,REFSEQ:XP_002011973,FlyMine:FBpp0165921,modMine:FBpp0165921; MD5=8f3797f55f1bc8d4ef1fb16eb00f3fa8; length=264; release=r1.3; species=Dmoj; 
FBpp0169540          -          CLIPB                -            1.5e-25   89.8   0.0   2.2e-25   89.2   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(9303748..9304022,9304096..9304369,9304449..9304826); ID=FBpp0169540; name=Dmoj\GI20323-PA; parent=FBgn0143059,FBtr0171048; dbxref=FlyBase:FBpp0169540,FlyBase_Annotation_IDs:GI20323-PA,GB_protein:EDW09090,REFSEQ:XP_002005155,FlyMine:FBpp0169540,modMine:FBpp0169540; MD5=7999365585a0bd4b46c43d5af539ede3; length=308; release=r1.3; species=Dmoj; 
FBpp0165095          -          CLIPB                -            3.1e-25   88.7   0.0     5e-25   88.1   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=scaffold_6473:join(13347938..13348161,13348216..13348747); ID=FBpp0165095; name=Dmoj\GI15878-PA; parent=FBgn0138627,FBtr0166603; dbxref=FlyBase:FBpp0165095,FlyBase_Annotation_IDs:GI15878-PA,GB_protein:EDW07674,REFSEQ:XP_002010357,FlyMine:FBpp0165095,modMine:FBpp0165095; MD5=480724ebe5831e3a227e6e21ea282093; length=251; release=r1.3; species=Dmoj; 
FBpp0161265          -          CLIPB                -            9.9e-24   83.8   0.0   1.3e-23   83.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(10933968..10934330,10934397..10934670,10934735..10935024); ID=FBpp0161265; name=Dmoj\GI12048-PA; parent=FBgn0134805,FBtr0162773; dbxref=FlyBase:FBpp0161265,FlyBase_Annotation_IDs:GI12048-PA,GB_protein:EDW18525,REFSEQ:XP_002008049,FlyMine:FBpp0161265,modMine:FBpp0161265; MD5=a5f6360e4b07384b4b0a94390e0d3c3d; length=308; release=r1.3; species=Dmoj; 
FBpp0161173          -          CLIPB                -            1.4e-19   70.2   0.0   1.4e-19   70.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(11903854..11904285); ID=FBpp0161173; name=Dmoj\GI11956-PA; parent=FBgn0134713,FBtr0162681; dbxref=FlyBase:FBpp0161173,FlyBase_Annotation_IDs:GI11956-PA,GB_protein:EDW18662,REFSEQ:XP_002008186,FlyMine:FBpp0161173,modMine:FBpp0161173; MD5=28fc66dede1b75f02dd6f7a233c43813; length=143; release=r1.3; species=Dmoj; 
FBpp0168615          -          CLIPB                -            5.1e-18   65.0   0.1   1.1e-17   63.9   0.1   1.4   1   1   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(5935708..5936058,5936118..5936394,5936461..5936732); ID=FBpp0168615; name=Dmoj\GI19398-PA; parent=FBgn0142136,FBtr0170123; dbxref=FlyBase:FBpp0168615,FlyBase_Annotation_IDs:GI19398-PA,GB_protein:EDW08728,REFSEQ:XP_002004793,FlyMine:FBpp0168615,modMine:FBpp0168615; MD5=bb05ebb2bbd9fe52dbbdf5bb9dd66cc4; length=299; release=r1.3; species=Dmoj; 
FBpp0163950          -          CLIPB                -            2.4e-16   59.5  20.0   1.4e-06   27.4   1.9   3.6   4   0   0   4   4   3   3 type=protein; loc=scaffold_6473:complement(13273773..13273952,13276727..13277795,13278189..13278390,13278453..13279291,13279351..13279561,13279624..13280032,13282073..13282303,13293013..13293045); ID=FBpp0163950; name=Dmoj\GI14733-PA; parent=FBgn0137484,FBtr0165458; dbxref=FlyBase:FBpp0163950,FlyBase_Annotation_IDs:GI14733-PA,GB_protein:EDW07656,REFSEQ:XP_002010339,FlyMine:FBpp0163950,modMine:FBpp0163950; MD5=b6a187450d04904076d50b80adf1adb3; length=1057; release=r1.3; species=Dmoj; 
FBpp0166150          -          CLIPB                -            1.3e-15   57.1   0.0   6.8e-15   54.7   0.0   1.9   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:21903780..21904610; ID=FBpp0166150; name=Dmoj\GI16933-PA; parent=FBgn0139679,FBtr0167658; dbxref=FlyBase:FBpp0166150,FlyBase_Annotation_IDs:GI16933-PA,GB_protein:EDW15734,REFSEQ:XP_002000273,FlyMine:FBpp0166150,modMine:FBpp0166150; MD5=72a8268f1db247ba3ac3cbaa04260991; length=276; release=r1.3; species=Dmoj; 
FBpp0165919          -          CLIPB                -            2.6e-10   39.7   0.4   2.8e-10   39.6   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:163847..164101; ID=FBpp0165919; name=Dmoj\GI16702-PA; parent=FBgn0139450,FBtr0167427; dbxref=FlyBase:FBpp0165919,FlyBase_Annotation_IDs:GI16702-PA,GB_protein:EDW17099,REFSEQ:XP_002011968,FlyMine:FBpp0165919,modMine:FBpp0165919; MD5=60bbdf8b290954884686d9823e1e0aa5; length=84; release=r1.3; species=Dmoj; 
FBpp0160654          -          CLIPB                -            6.5e-10   38.4   0.0   1.5e-09   37.2   0.0   1.5   1   1   0   1   1   1   1 type=protein; loc=scaffold_6680:complement(21247788..21248376,21248433..21248671); ID=FBpp0160654; name=Dmoj\GI11437-PA; parent=FBgn0134198,FBtr0162162; dbxref=FlyBase:FBpp0160654,FlyBase_Annotation_IDs:GI11437-PA,GB_protein:EDW19595,REFSEQ:XP_002009119,FlyMine:FBpp0160654,modMine:FBpp0160654; MD5=5c2b84ccd684f90646e68c9f57adcdb0; length=275; release=r1.3; species=Dmoj; 
FBpp0164536          -          CLIPB                -            8.6e-10   38.0   0.2   2.7e-07   29.8   0.2   2.9   1   1   0   1   1   1   1 type=protein; loc=scaffold_6473:join(733415..733490,734737..734917,734977..735556); ID=FBpp0164536; name=Dmoj\GI15319-PA; parent=FBgn0138068,FBtr0166044; dbxref=FlyBase:FBpp0164536,FlyBase_Annotation_IDs:GI15319-PA,GB_protein:EDW06695,REFSEQ:XP_002009378,FlyMine:FBpp0164536,modMine:FBpp0164536; MD5=f79e7463526eba2a2fce1faeb7d81338; length=278; release=r1.3; species=Dmoj; 
FBpp0159745          -          CLIPB                -            2.8e-08   33.0   0.0     7e-08   31.7   0.0   1.6   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:28441701..28443074; ID=FBpp0159745; name=Dmoj\GI10528-PA; parent=FBgn0133292,FBtr0161253; dbxref=FlyBase:FBpp0159745,FlyBase_Annotation_IDs:GI10528-PA,GB_protein:EDW16425,REFSEQ:XP_002000964,FlyMine:FBpp0159745,modMine:FBpp0159745; MD5=2a0acbd298fc03a110234941cb55cc84; length=457; release=r1.3; species=Dmoj; 
FBpp0165896          -          CLIPB                -            3.2e-08   32.8   0.1   1.2e-06   27.6   0.1   2.0   1   1   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(179273..179279,180752..181188); ID=FBpp0165896; name=Dmoj\GI16679-PA; parent=FBgn0139427,FBtr0167404; dbxref=FlyBase:FBpp0165896,FlyBase_Annotation_IDs:GI16679-PA,GB_protein:EDW17107,REFSEQ:XP_002011976,FlyMine:FBpp0165896,modMine:FBpp0165896; MD5=7a9c528ff3df9bc33c46c82cf89ecde2; length=147; release=r1.3; species=Dmoj; 
FBpp0159916          -          CLIPB                -              4e-07   29.2   0.5     4e-07   29.2   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(31480376..31480475,31480532..31480689,31480785..31480847); ID=FBpp0159916; name=Dmoj\GI10699-PA; parent=FBgn0133463,FBtr0161424; dbxref=FlyBase:FBpp0159916,FlyBase_Annotation_IDs:GI10699-PA,GB_protein:EDW16740,REFSEQ:XP_002001279,FlyMine:FBpp0159916,modMine:FBpp0159916; MD5=b89535a208a5a812b041cafcb08495a1; length=106; release=r1.3; species=Dmoj; 
FBpp0159747          -          CLIPB                -              1e-05   24.5   0.5    0.0013   17.7   0.5   2.1   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:28445046..28445789; ID=FBpp0159747; name=Dmoj\GI10530-PA; parent=FBgn0133294,FBtr0161255; dbxref=FlyBase:FBpp0159747,FlyBase_Annotation_IDs:GI10530-PA,GB_protein:EDW16427,REFSEQ:XP_002000966,FlyMine:FBpp0159747,modMine:FBpp0159747; MD5=b0f1b835fe8a882a1f08fbe13a64e2cc; length=247; release=r1.3; species=Dmoj; 
FBpp0159746          -          CLIPB                -            0.00027   19.9   0.2       0.1   11.4   0.0   2.1   2   0   0   2   2   2   1 type=protein; loc=scaffold_6540:28443394..28444293; ID=FBpp0159746; name=Dmoj\GI10529-PA; parent=FBgn0133293,FBtr0161254; dbxref=FlyBase:FBpp0159746,FlyBase_Annotation_IDs:GI10529-PA,GB_protein:EDW16426,REFSEQ:XP_002000965,FlyMine:FBpp0159746,modMine:FBpp0159746; MD5=a6b7b31fa690c59de908c8f8fc0cfb94; length=299; release=r1.3; species=Dmoj; 
FBpp0173446          -          CLIPC                -           2.8e-111  371.6   0.3  3.3e-111  371.3   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(8255478..8255480,8255527..8255905,8255961..8256210,8256272..8256857); ID=FBpp0173446; name=Dmoj\GI24229-PA; parent=FBgn0146952,FBtr0174954; dbxref=FlyBase:FBpp0173446,FlyBase_Annotation_IDs:GI24229-PA,GB_protein:EDW14381,REFSEQ:XP_001998920,FlyMine:FBpp0173446,modMine:FBpp0173446; MD5=ead0e29fc226daedc67ab8f525447b27; length=405; release=r1.3; species=Dmoj; 
FBpp0164445          -          CLIPC                -           1.2e-108  362.9   0.0  1.5e-108  362.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:complement(1296968..1297773,1297836..1298114,1298207..1298270); ID=FBpp0164445; name=Dmoj\GI15228-PA; parent=FBgn0137977,FBtr0165953; dbxref=FlyBase:FBpp0164445,FlyBase_Annotation_IDs:GI15228-PA,GB_protein:EDW06762,REFSEQ:XP_002009445,FlyMine:FBpp0164445,modMine:FBpp0164445; MD5=d6152771c47a40166b8ad9e6a5f06dc5; length=382; release=r1.3; species=Dmoj; 
FBpp0164571          -          CLIPC                -           1.9e-103  345.8   0.0  2.5e-103  345.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6473:join(1294996..1295020,1295084..1295365,1295428..1296200); ID=FBpp0164571; name=Dmoj\GI15354-PA; parent=FBgn0138103,FBtr0166079; dbxref=FlyBase:FBpp0164571,FlyBase_Annotation_IDs:GI15354-PA,GB_protein:EDW06761,REFSEQ:XP_002009444,FlyMine:FBpp0164571,modMine:FBpp0164571; MD5=aea2aaf47bcf43c3bfe5ab1ed7abcf6e; length=359; release=r1.3; species=Dmoj; 
FBpp0168317          -          CLIPC                -            3.3e-96  322.0   0.3     4e-96  321.8   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:complement(11168585..11169408,11169473..11169725); ID=FBpp0168317; name=Dmoj\GI19100-PA; parent=FBgn0141839,FBtr0169825; dbxref=FlyBase:FBpp0168317,FlyBase_Annotation_IDs:GI19100-PA,GB_protein:EDW09325,REFSEQ:XP_002005390,FlyMine:FBpp0168317,modMine:FBpp0168317; MD5=64a4f70d31645920d4cc6ee652fd1fff; length=358; release=r1.3; species=Dmoj; 
FBpp0164808          -          CLIPC                -            2.8e-94  315.7   0.0   8.4e-94  314.1   0.0   1.6   1   1   0   1   1   1   1 type=protein; loc=scaffold_6473:join(6307678..6307792,6307858..6308047,6308242..6308483,6308950..6309033,6309360..6309640,6309709..6309895,6309967..6310316); ID=FBpp0164808; name=Dmoj\GI15591-PA; parent=FBgn0138340,FBtr0166316; dbxref=FlyBase:FBpp0164808,FlyBase_Annotation_IDs:GI15591-PA,GB_protein:EDW07162,REFSEQ:XP_002009845,FlyMine:FBpp0164808,modMine:FBpp0164808; MD5=3dff9ce020fced6879e71b721bb132e5; length=482; release=r1.3; species=Dmoj; 
FBpp0169690          -          CLIPC                -            5.6e-94  314.7   0.1   6.6e-94  314.5   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(11691175..11691448,11691515..11692347); ID=FBpp0169690; name=Dmoj\GI20473-PA; parent=FBgn0143209,FBtr0171198; dbxref=FlyBase:FBpp0169690,FlyBase_Annotation_IDs:GI20473-PA,GB_protein:EDW09375,REFSEQ:XP_002005440,FlyMine:FBpp0169690,modMine:FBpp0169690; MD5=bd9266a18d4ce44db5c09f0351994055; length=368; release=r1.3; species=Dmoj; 
FBpp0171151          -          CLIPC                -            8.6e-82  274.7   0.0   1.1e-81  274.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(33967635..33968073,33968382..33968546,33968638..33968747,33968985..33969100,33969155..33969473); ID=FBpp0171151; name=Dmoj\GI21934-PA; parent=FBgn0144663,FBtr0172659; dbxref=FlyBase:FBpp0171151,FlyBase_Annotation_IDs:GI21934-PA,GB_protein:EDW16987,REFSEQ:XP_002001526,FlyMine:FBpp0171151,modMine:FBpp0171151; MD5=d9a38ebddc029ef90134909415b3a51a; length=382; release=r1.3; species=Dmoj; 
FBpp0173407          -          CLIPC                -            1.6e-81  273.8   0.0     2e-81  273.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(7581167..7581248,7581309..7581585,7581642..7581957,7582021..7582293); ID=FBpp0173407; name=Dmoj\GI24190-PA; parent=FBgn0146913,FBtr0174915; dbxref=FlyBase:FBpp0173407,FlyBase_Annotation_IDs:GI24190-PA,GB_protein:EDW14301,REFSEQ:XP_001998840,FlyMine:FBpp0173407,modMine:FBpp0173407; MD5=cb8b32b9cde34981672122152df3d582; length=315; release=r1.3; species=Dmoj; 
