id	class	strata	Muscidae	Calyptratae	Schizophora	Cyclorrhapha	Diptera	Endopterygota	Insecta	Arthropoda	Ecdysozoa	Protostomia	Bilateria	Metazoa	Opisthokont
XP_005182494.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005179809.1	known	Metazoa	1	1	9	0	5	17	3	5	6	5	11	3	0
XP_005192250.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183666.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005184254.1	known	Insecta	1	1	9	0	0	0	1	0	0	0	0	0	0
XP_005185646.1	known	Metazoa	1	1	9	1	5	17	3	5	7	5	10	4	0
XP_005178848.1	known	Opisthokont	1	1	9	0	5	17	3	5	5	2	11	4	2
XP_005186108.1	known	Metazoa	1	0	8	0	4	14	3	2	5	5	11	4	0
XP_005175640.1	known	Opisthokont	1	1	9	1	5	15	2	5	10	3	11	4	4
XP_005184350.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005185880.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005188241.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	10	4	1
XP_005185008.1	known	Metazoa	1	1	9	1	5	17	3	4	10	5	11	4	0
XP_005179960.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005180767.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	10	4	1
XP_005189183.1	known	Endopterygota	1	0	8	1	0	2	0	0	0	0	0	0	0
XP_005178913.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	3	1
XP_005178039.1	known	Metazoa	1	1	8	0	5	16	3	4	0	1	11	1	0
XP_005186752.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	3	4
XP_005190918.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	4
XP_005185169.1	known	Opisthokont	1	1	9	1	5	17	3	5	7	4	11	4	4
XP_005185547.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005182078.1	known	Opisthokont	1	1	9	1	5	15	3	5	10	5	11	4	3
XP_005180826.1	known	Metazoa	1	1	9	0	5	10	2	1	0	4	2	1	0
XP_005183009.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	4
XP_005190169.1	known	Metazoa	1	1	9	1	5	17	3	5	10	3	1	2	0
XP_005179364.1	known	Metazoa	1	1	9	0	5	15	3	4	9	4	9	4	0
XP_005184881.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	1
XP_005190774.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005190787.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182305.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005186155.1	known	Metazoa	1	1	9	0	3	16	3	4	3	3	9	1	0
XP_005187532.1	known	Opisthokont	1	1	9	1	5	15	3	5	10	4	10	4	1
XP_005182721.1	known	Metazoa	1	1	9	0	5	5	0	3	0	4	11	2	0
XP_005178494.1	known	Metazoa	1	1	9	1	5	17	3	3	0	0	0	1	0
XP_005187032.1	known	Metazoa	1	1	9	0	3	11	0	1	0	0	1	1	0
XP_005185769.1	known	Metazoa	1	1	9	1	5	15	0	3	8	5	11	1	0
XP_005175365.1	known	Bilateria	1	1	9	0	4	15	1	2	3	1	10	0	0
XP_005179118.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	4
XP_005188325.1	known	Bilateria	1	1	9	1	5	6	1	1	0	1	1	0	0
XP_005186381.1	known	Metazoa	1	1	9	0	5	17	3	5	8	4	11	3	0
XP_005191967.1	known	Cyclorrhapha	1	0	7	1	0	0	0	0	0	0	0	0	0
XP_005186199.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005184584.1	known	Bilateria	1	1	9	0	5	17	3	5	1	0	3	0	0
XP_005181826.1	known	Opisthokont	1	1	9	0	5	14	3	3	8	4	11	3	3
XP_005179608.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005188699.1	known	Insecta	1	1	9	1	4	4	1	0	0	0	0	0	0
XP_005181554.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005191137.1	known	Opisthokont	1	1	9	1	5	12	3	5	10	5	11	4	4
XP_005186396.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	10	4	4
XP_005178102.1	known	Insecta	1	1	4	0	2	6	2	0	0	0	0	0	0
XP_005189522.1	known	Metazoa	1	1	9	0	4	15	2	1	0	1	1	1	0
XP_005185263.1	known	Metazoa	1	1	9	0	5	16	3	4	1	5	11	4	0
XP_005175796.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005188870.1	known	Opisthokont	1	1	9	1	5	17	2	2	9	3	11	2	4
XP_005189296.1	known	Arthropoda	1	1	8	0	5	10	2	2	0	0	0	0	0
XP_005181288.1	known	Schizophora	1	0	5	0	0	0	0	0	0	0	0	0	0
XP_005180907.1	known	Metazoa	1	1	9	0	4	11	2	3	6	3	10	1	0
XP_005180418.1	known	Metazoa	1	1	9	0	5	17	3	3	10	4	10	3	0
XP_005180782.1	known	Bilateria	1	1	8	0	4	14	2	3	0	1	7	0	0
XP_005190429.1	known	Metazoa	1	1	9	0	5	13	3	2	0	3	8	2	0
XP_005175958.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005177190.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	3	4
XP_005182506.1	known	Insecta	1	1	9	1	1	9	1	0	0	0	0	0	0
XP_005174930.1	known	Metazoa	1	0	2	1	3	10	1	1	2	4	7	2	0
XP_005190793.1	known	Endopterygota	1	1	9	0	0	3	0	0	0	0	0	0	0
XP_005182759.1	known	Bilateria	1	1	9	0	5	17	3	1	10	3	8	0	0
XP_005188344.1	known	Bilateria	1	1	9	0	4	14	3	3	0	0	4	0	0
XP_005180105.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	4	4
XP_005186940.1	known	Endopterygota	1	0	0	0	0	1	0	0	0	0	0	0	0
XP_005186699.1	known	Diptera	1	1	9	0	3	0	0	0	0	0	0	0	0
XP_005174823.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	11	1	0
XP_005177431.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005183309.1	known	Opisthokont	1	1	9	1	5	17	3	3	10	5	11	3	4
XP_005181412.1	known	Metazoa	1	1	9	0	4	16	3	5	9	5	11	4	0
XP_005178074.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005190525.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	4	4
XP_005180703.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	4	10	4	2
XP_005183619.1	known	Endopterygota	1	1	9	0	3	1	0	0	0	0	0	0	0
XP_005178972.1	known	Metazoa	1	1	9	0	5	17	3	4	7	3	6	2	0
XP_005191606.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182949.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187402.1	known	Insecta	1	1	9	1	5	4	1	0	0	0	0	0	0
XP_005182261.1	known	Metazoa	1	1	8	0	5	14	3	4	9	1	11	1	0
XP_005178802.1	known	Schizophora	1	0	8	0	0	0	0	0	0	0	0	0	0
XP_005189582.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	1
XP_005186802.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005178872.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005184491.1	known	Schizophora	1	0	7	0	0	0	0	0	0	0	0	0	0
XP_005185095.1	known	Diptera	1	0	9	0	2	0	0	0	0	0	0	0	0
XP_005185810.1	known	Metazoa	1	0	2	0	1	2	1	0	0	2	3	2	0
XP_005175440.1	known	Bilateria	1	1	9	0	5	16	1	2	1	0	9	0	0
XP_005186088.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005184934.1	known	Metazoa	1	1	7	0	4	3	1	1	1	3	10	3	0
XP_005187897.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	3	4
XP_005181124.1	known	Metazoa	1	1	9	0	5	16	2	3	9	4	10	1	0
XP_005178740.1	known	Endopterygota	1	1	0	0	0	6	0	0	0	0	0	0	0
XP_005176502.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	10	4	2
XP_005184869.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186884.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005177292.1	known	Opisthokont	1	1	9	1	3	12	3	5	10	5	11	4	4
XP_005179099.1	known	Diptera	1	1	9	0	3	0	0	0	0	0	0	0	0
XP_005184427.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005180664.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	5	11	4	3
XP_005181706.1	known	Opisthokont	1	1	9	1	5	16	3	4	10	5	9	4	4
XP_005186620.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	3
XP_005178526.1	known	Metazoa	1	1	9	0	5	12	0	0	0	2	0	1	0
XP_005185294.1	known	Metazoa	1	1	9	1	5	17	3	4	5	5	7	1	0
XP_005175344.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005178444.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	4
XP_005179584.1	known	Opisthokont	1	0	9	0	5	17	3	3	10	5	10	4	4
XP_005187282.1	known	Metazoa	1	1	9	0	5	16	1	0	2	2	8	1	0
XP_005180226.1	known	Opisthokont	1	1	9	0	5	15	3	5	7	4	11	4	4
XP_005183077.1	known	Diptera	1	1	2	0	1	0	0	0	0	0	0	0	0
XP_005190971.1	known	Metazoa	1	1	9	0	3	15	3	3	9	2	11	1	0
XP_005186020.1	known	Metazoa	1	0	9	0	4	5	2	2	0	1	0	1	0
XP_005178491.1	known	Bilateria	1	1	9	1	5	17	2	5	0	1	9	0	0
XP_005184180.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	4	4
XP_005191931.1	known	Opisthokont	1	1	9	0	5	17	2	5	4	4	5	3	1
XP_005186083.1	known	Metazoa	1	1	9	0	5	13	1	5	9	5	10	4	0
XP_005191037.1	known	Insecta	1	0	8	0	2	4	1	0	0	0	0	0	0
XP_005189218.1	known	Metazoa	1	1	9	1	5	11	0	4	9	5	11	3	0
XP_005180899.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005190872.1	known	Bilateria	1	1	9	0	4	13	3	5	8	5	9	0	0
XP_005187289.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005191246.1	known	Insecta	1	1	7	0	0	0	1	0	0	0	0	0	0
XP_005175916.1	known	Metazoa	1	1	9	0	5	17	1	1	0	4	10	4	0
XP_005187407.1	known	Arthropoda	1	1	9	1	5	17	3	5	0	0	0	0	0
XP_005189530.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190578.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005188987.1	known	Arthropoda	1	1	9	1	4	17	3	4	0	0	0	0	0
XP_005186712.1	known	Opisthokont	1	1	9	1	5	17	3	5	4	4	10	4	3
XP_005184749.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176706.1	known	Opisthokont	1	1	9	1	5	17	3	5	1	5	11	3	4
XP_005181912.1	known	Protostomia	1	0	5	1	2	15	1	0	0	1	0	0	0
XP_005181176.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	3	0
XP_005180350.1	known	Metazoa	1	1	9	0	5	16	1	4	10	5	11	3	0
XP_005183859.1	known	Metazoa	1	0	9	0	5	7	1	2	0	2	10	1	0
XP_005184632.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005183492.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176935.1	known	Metazoa	1	1	9	1	5	16	3	5	9	3	11	3	0
XP_005185428.1	known	Bilateria	1	1	0	0	2	11	1	1	0	1	1	0	0
XP_005191628.1	known	Metazoa	1	1	9	0	5	17	3	5	0	4	11	2	0
XP_005178466.1	known	Bilateria	1	1	9	1	5	17	2	5	0	1	9	0	0
XP_005192267.1	known	Metazoa	1	1	9	0	3	5	1	3	0	4	5	1	0
XP_005177839.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	2
XP_005189021.1	known	Diptera	1	0	9	0	3	0	0	0	0	0	0	0	0
XP_005183824.1	known	Opisthokont	1	1	9	0	5	17	3	4	0	5	10	2	2
XP_005179728.1	known	Endopterygota	1	1	9	0	4	4	0	0	0	0	0	0	0
XP_005186573.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005183689.1	known	Schizophora	1	0	6	0	0	0	0	0	0	0	0	0	0
XP_005191454.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005182878.1	known	Diptera	1	1	9	1	1	0	0	0	0	0	0	0	0
XP_005178764.1	known	Opisthokont	1	1	3	1	5	11	2	5	10	5	11	3	4
XP_005184335.1	known	Opisthokont	1	1	9	1	4	17	3	5	9	5	10	4	4
XP_005179701.1	known	Endopterygota	1	1	9	0	4	2	0	0	0	0	0	0	0
XP_005181437.1	known	Arthropoda	1	1	9	0	5	13	3	3	0	0	0	0	0
XP_005179822.1	known	Metazoa	1	1	9	1	5	17	2	1	9	3	11	4	0
XP_005178217.1	known	Insecta	1	1	9	0	3	10	1	0	0	0	0	0	0
XP_005191882.1	known	Opisthokont	1	1	9	1	5	15	2	5	10	5	11	4	4
XP_005188151.1	known	Metazoa	1	1	9	1	5	16	2	3	5	5	7	1	0
XP_005175154.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	4	11	4	3
XP_005186967.1	known	Opisthokont	1	1	9	0	4	16	3	5	10	5	10	4	4
XP_005190078.1	known	Opisthokont	1	0	9	1	4	11	1	4	10	5	11	4	1
XP_005182529.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	5	11	0	2
XP_005180946.1	known	Metazoa	1	1	7	0	3	14	3	4	7	2	11	4	0
XP_005175613.1	known	Metazoa	1	1	9	0	5	17	3	4	5	2	10	2	0
XP_005179334.1	known	Metazoa	1	1	9	0	5	14	1	4	10	4	11	4	0
XP_005191200.1	known	Diptera	1	1	9	1	3	0	0	0	0	0	0	0	0
XP_005175509.1	known	Bilateria	1	1	8	0	4	15	1	0	0	2	3	0	0
XP_005191467.1	known	Endopterygota	1	1	9	0	0	7	0	0	0	0	0	0	0
XP_005187671.1	known	Endopterygota	1	1	8	0	0	1	0	0	0	0	0	0	0
XP_005188617.1	known	Endopterygota	1	1	9	0	0	2	0	0	0	0	0	0	0
XP_005185650.1	known	Metazoa	1	1	9	0	4	17	3	4	7	4	9	2	0
XP_005178043.1	known	Metazoa	1	1	8	0	5	17	1	4	10	4	10	2	0
XP_005187587.1	known	Opisthokont	1	1	9	1	4	17	3	5	9	5	11	4	4
XP_005189815.1	known	Metazoa	1	1	9	0	1	10	2	3	0	1	2	2	0
XP_005187739.1	known	Metazoa	1	1	9	0	5	16	3	5	10	3	11	4	0
XP_005177034.1	known	Opisthokont	1	1	8	0	5	16	3	4	8	3	11	3	1
XP_005175350.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005189153.1	known	Opisthokont	1	1	9	0	5	15	3	4	10	3	11	1	4
XP_005183217.1	known	Diptera	1	0	6	0	4	0	0	0	0	0	0	0	0
XP_005177310.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	2
XP_005190114.1	known	Bilateria	1	0	0	0	0	0	0	0	0	0	1	0	0
XP_005188940.1	known	Bilateria	1	1	7	0	2	1	0	0	0	1	1	0	0
XP_005176540.1	known	Metazoa	1	0	9	0	4	14	2	1	0	3	8	3	0
XP_005190192.1	known	Opisthokont	1	1	6	1	2	10	3	4	8	1	11	2	2
XP_005174774.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179062.1	known	Diptera	1	1	9	0	4	0	0	0	0	0	0	0	0
XP_005191045.1	known	Endopterygota	1	1	9	1	2	2	0	0	0	0	0	0	0
XP_005191412.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005178539.1	known	Opisthokont	1	1	9	0	5	17	3	4	7	4	10	3	1
XP_005186047.1	known	Metazoa	1	1	7	1	5	16	3	4	10	5	11	4	0
XP_005177075.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005175936.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	2	0
XP_005180168.1	known	Arthropoda	1	1	2	0	1	1	1	1	0	0	0	0	0
XP_005179903.1	known	Opisthokont	1	1	9	0	3	11	3	5	10	4	11	4	4
XP_005186755.1	known	Metazoa	1	0	9	0	5	15	2	4	0	1	6	3	0
XP_005186737.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190593.1	known	Endopterygota	1	0	2	0	1	2	0	0	0	0	0	0	0
XP_005189147.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	3	2
XP_005182699.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	4	11	4	3
XP_005184133.1	known	Metazoa	1	1	9	0	5	14	3	4	9	5	11	3	0
XP_005176568.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005188221.1	known	Arthropoda	1	1	9	1	5	17	3	2	0	0	0	0	0
XP_005179221.1	known	Bilateria	1	1	9	0	5	17	2	5	10	4	11	0	0
XP_005188527.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005178002.1	known	Metazoa	1	1	9	0	5	15	3	4	10	5	10	3	0
XP_005174984.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005178534.1	known	Opisthokont	1	1	9	0	5	15	3	1	0	3	8	3	4
XP_005187814.1	known	Bilateria	1	1	9	0	5	5	1	3	3	0	1	0	0
XP_005188622.1	known	Metazoa	1	1	9	0	4	17	3	4	8	5	9	4	0
XP_005188586.1	known	Insecta	1	1	3	0	2	3	1	0	0	0	0	0	0
XP_005176797.1	known	Endopterygota	1	1	9	1	0	1	0	0	0	0	0	0	0
XP_005177304.1	known	Metazoa	1	1	9	0	5	17	3	3	1	5	8	3	0
XP_005180178.1	known	Protostomia	1	1	9	1	5	17	3	5	4	1	0	0	0
XP_005182619.1	known	Metazoa	1	1	9	0	5	17	3	4	10	4	10	3	0
XP_005175168.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005184307.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005175271.1	known	Schizophora	1	1	4	0	0	0	0	0	0	0	0	0	0
XP_005185011.1	known	Metazoa	1	1	9	1	5	16	3	2	5	5	11	4	0
XP_005187615.1	known	Metazoa	1	1	9	1	5	17	1	3	10	4	11	2	0
XP_005175388.1	known	Opisthokont	1	1	9	0	5	16	3	5	9	4	10	4	1
XP_005179756.1	known	Bilateria	1	1	9	0	0	0	0	0	0	0	1	0	0
XP_005185962.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	10	3	4
XP_005177848.1	known	Endopterygota	1	1	6	1	1	1	0	0	0	0	0	0	0
XP_005174843.1	known	Metazoa	1	1	9	1	4	17	3	4	10	5	10	4	0
XP_005186043.1	known	Metazoa	1	1	7	1	5	16	3	4	10	5	11	4	0
XP_005187572.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005186266.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005175368.1	known	Metazoa	1	1	9	0	4	15	3	4	10	5	11	4	0
XP_005186033.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	2
XP_005184204.1	known	Opisthokont	1	1	9	0	4	17	3	5	9	4	10	1	2
XP_005181375.1	known	Metazoa	1	1	9	0	5	16	3	5	9	4	10	3	0
XP_005177485.1	known	Metazoa	1	1	9	1	5	16	3	3	0	3	10	1	0
XP_005189822.1	known	Metazoa	1	1	9	0	1	10	2	3	0	1	2	2	0
XP_005181043.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	9	3	4
XP_005192097.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005185197.1	known	Opisthokont	1	1	8	1	5	17	3	5	8	5	11	4	4
XP_005179098.1	known	Metazoa	1	1	9	0	5	11	1	4	2	3	5	1	0
XP_005189164.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	10	4	4
XP_005180128.1	known	Metazoa	1	1	9	0	0	16	2	4	0	4	11	4	0
XP_005183298.1	known	Opisthokont	1	1	9	1	5	17	3	5	7	4	11	3	4
XP_005182415.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176599.1	known	Cyclorrhapha	1	1	9	1	0	0	0	0	0	0	0	0	0
XP_005187913.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005180670.1	known	Opisthokont	1	1	9	1	5	15	3	4	9	5	11	4	4
XP_005179916.1	known	Schizophora	1	0	5	0	0	0	0	0	0	0	0	0	0
XP_005186705.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005191050.1	known	Bilateria	1	1	9	0	4	9	1	2	0	1	8	0	0
XP_005179198.1	known	Bilateria	1	0	0	0	1	2	0	0	3	0	1	0	0
XP_005189552.1	known	Metazoa	1	1	8	0	4	6	1	0	0	0	0	1	0
XP_005181103.1	known	Schizophora	1	0	8	0	0	0	0	0	0	0	0	0	0
XP_005184647.1	known	Insecta	1	1	9	0	1	3	1	0	0	0	0	0	0
XP_005175875.1	known	Arthropoda	1	1	7	0	2	10	1	1	0	0	0	0	0
XP_005184067.1	known	Opisthokont	1	1	9	1	5	16	2	3	3	2	7	1	1
XP_005175612.1	known	Metazoa	1	1	9	0	5	17	3	4	3	2	10	2	0
XP_005189563.1	known	Metazoa	1	1	9	1	5	17	3	5	9	4	11	2	0
XP_005180951.1	known	Metazoa	1	1	9	0	5	7	2	2	2	1	0	1	0
XP_005182428.1	known	Arthropoda	1	1	7	0	4	2	1	1	0	0	0	0	0
XP_005183801.1	known	Metazoa	1	0	9	1	2	14	3	3	2	3	9	1	0
XP_005177290.1	known	Arthropoda	1	1	7	0	4	1	0	1	0	0	0	0	0
XP_005179263.1	known	Opisthokont	1	1	9	0	5	17	3	5	6	4	11	4	2
XP_005180311.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176154.1	known	Opisthokont	1	1	7	0	5	2	1	2	0	4	10	4	1
XP_005192006.1	known	Insecta	1	1	9	0	4	10	3	0	0	0	0	0	0
XP_005187074.1	known	Metazoa	1	0	3	0	1	0	0	0	0	0	0	1	0
XP_005177438.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190155.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	2	0
XP_005182467.1	known	Metazoa	1	1	9	0	5	16	3	5	5	4	10	4	0
XP_005178580.1	known	Metazoa	1	1	9	0	4	15	2	2	0	2	1	1	0
XP_005185359.1	known	Endopterygota	1	1	8	0	1	5	0	0	0	0	0	0	0
XP_005181116.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005182666.1	known	Endopterygota	1	1	9	1	5	1	0	0	0	0	0	0	0
XP_005179206.1	known	Opisthokont	1	1	9	1	4	16	3	4	10	4	11	4	3
XP_005183219.1	known	Metazoa	1	1	9	0	4	17	3	5	0	4	7	2	0
XP_005186369.1	known	Insecta	1	1	9	1	5	10	3	0	0	0	0	0	0
XP_005188426.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	9	4	4
XP_005179238.1	known	Bilateria	1	1	7	0	1	1	0	0	0	1	1	0	0
XP_005178682.1	known	Bilateria	1	1	5	0	4	1	0	1	0	0	1	0	0
XP_005176575.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005180227.1	known	Opisthokont	1	1	9	0	5	15	3	5	7	4	11	4	4
XP_005188932.1	known	Opisthokont	1	1	9	0	5	17	1	3	7	5	11	4	4
XP_005190801.1	known	Insecta	1	1	9	0	0	1	1	0	0	0	0	0	0
XP_005181951.1	known	Bilateria	1	1	9	0	5	14	2	1	1	1	1	0	0
XP_005179034.1	known	Diptera	1	1	4	0	1	0	0	0	0	0	0	0	0
XP_005192203.1	known	Metazoa	1	1	9	1	4	16	3	3	2	2	11	4	0
XP_005180360.1	known	Opisthokont	1	1	9	1	3	16	3	5	9	4	10	3	4
XP_005191997.1	known	Metazoa	1	1	9	0	5	17	3	3	9	2	1	2	0
XP_005189171.1	known	Opisthokont	1	1	9	1	5	15	2	4	6	4	10	2	1
XP_005181551.1	known	Metazoa	1	0	5	0	2	7	2	1	1	1	0	2	0
XP_005182571.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	9	4	4
XP_005177885.1	known	Schizophora	1	0	6	0	0	0	0	0	0	0	0	0	0
XP_005187581.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005185054.1	known	Metazoa	1	1	9	0	5	17	1	4	3	2	10	2	0
XP_005187971.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	4	11	4	4
XP_005178327.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	9	4	4
XP_005185872.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	1
XP_005188400.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	3	1
XP_005175312.1	known	Metazoa	1	1	9	1	5	14	2	4	5	1	5	1	0
XP_005191342.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005180084.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185072.1	known	Bilateria	1	1	9	0	5	11	2	2	0	1	7	0	0
XP_005178271.1	known	Bilateria	1	1	9	1	2	17	1	3	0	3	4	0	0
XP_005175942.1	known	Arthropoda	1	1	9	1	5	7	0	1	0	0	0	0	0
XP_005188885.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005181452.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	11	4	1
XP_005190857.1	known	Insecta	1	1	9	0	5	1	1	0	0	0	0	0	0
XP_005185244.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186600.1	known	Arthropoda	1	1	9	0	5	17	3	2	0	0	0	0	0
XP_005184554.1	known	Opisthokont	1	0	7	0	4	7	2	5	8	4	8	4	3
PASA1_model_41	novel	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176819.1	known	Endopterygota	1	0	0	0	0	1	0	0	0	0	0	0	0
XP_005179374.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187329.1	known	Schizophora	1	0	6	0	0	0	0	0	0	0	0	0	0
XP_005182031.1	known	Opisthokont	1	1	8	0	3	13	2	1	0	2	5	2	3
XP_005183458.1	known	Diptera	1	1	1	0	1	0	0	0	0	0	0	0	0
XP_005179763.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176057.1	known	Metazoa	1	1	9	0	4	16	1	5	3	2	11	4	0
XP_005191782.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	1
